PROPERTYID,LOCATION,STATE,CITY,STATEID,SQFT,SQFT_VACANCY,PURCHASE_DATE,PURCHASE_YEAR,PURCHASE_PRICE,DESC_TYPENN,DESC_TYPEPROPERTY,RENT_ANCHOR,RENT_ALL,RENT_DIFFERENCE,MJ_OWNER,OPT_LEASE,CAPRATE,TENANTID,TENANTNAME,DESC_TYPEMGMT,ENTERPRISEID,DESC_COMPANIE,LOAN_COUNT,LOAN_UPB,PORTFOLIOID,PORTFOLIONAME,ADMIN_ENTITYID,ADMIN_ENTITY,DESC_TYPETENANT,DESC_CATEGORY,NROTENANT,UNITQTD
27,MO-Independence,Missouri,Independence                                       ,MO  ,18000.0,0.0,2015-05-28 00:00:00,2015,4675000.0,NNN,CLIENT,303862.0,303862.0,0.0,Client_0028 **,Y (2),6.5,3.0,Tenant_0003,Fin & Prop          ,88.0,Entity_0088,2,2390926.8,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
29,OK-Oklahoma City,Oklahoma,Oklahoma City                                      ,OK  ,11140.0,0.0,2016-04-20 00:00:00,2016,4676000.0,NNN,CLIENT,335889.0,335889.0,0.0,Client_0002 **,Y (3),7.183,1.0,Tenant_0001,Prop Only           ,91.0,Entity_0091,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
30,LA-Houma,Louisiana,Houma                                              ,LA  ,13500.0,0.0,2016-09-09 00:00:00,2016,2656934.0,NN,CLIENT,182000.0,182000.0,0.0,Client_0002 **,Y (3),6.85,3.0,Tenant_0003,Prop Only           ,90.0,Entity_0090,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
31,LA-New Orleans,Louisiana,New Orleans                                        ,LA  ,15120.0,0.0,2017-03-15 00:00:00,2017,3860000.0,NN,CLIENT,284000.0,284000.0,0.0,Client_0002 **,Y (3),7.357999999999999,3.0,Tenant_0003,Prop Only           ,92.0,Entity_0092,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
32,OK-Duncan,Oklahoma,Duncan                                             ,OK  ,13905.0,0.0,2017-07-19 00:00:00,2017,3160000.0,NN,CLIENT,215000.0,215000.0,0.0,Client_0002 **,Y (1),6.804,3.0,Tenant_0003,Prop Only           ,93.0,Entity_0093,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
33,FL-Fort Myers,Florida,Fort Myers                                         ,FL  ,10908.0,0.0,2016-12-01 00:00:00,2016,3265000.0,NN,CLIENT,225905.0,225905.0,0.0,Client_0034 **,Y (3),6.919,1.0,Tenant_0001,Out of Contract     ,94.0,Entity_0094,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
34,IL-Indian Head Park,Illinois,Indian Head Park                                   ,IL  ,15120.0,0.0,2017-01-11 00:00:00,2017,4750000.0,NN,CLIENT,332640.0,332640.0,0.0,Client_0034 **,Y (3),7.003,3.0,Tenant_0003,Out of Contract     ,94.0,Entity_0094,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
35,PA-Royersford,Pennsylvania,Royersford                                         ,PA  ,10461.0,0.0,2016-12-08 00:00:00,2016,4620000.0,NNN,CLIENT,295756.0,295756.0,0.0,Client_0008 **,Y (2),6.402,1.0,Tenant_0001,Prop Only           ,70.0,Entity_0070,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
36,WI-Cudahy,Wisconsin,Cudahy                                             ,WI  ,14820.0,0.0,2017-01-13 00:00:00,2017,4850000.0,NNN,CLIENT,310000.0,310000.0,0.0,Client_0008 **,Y (1),6.392,3.0,Tenant_0003,Prop Only           ,71.0,Entity_0071,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
37,AR-Rogers,Arkansas,Rogers                                             ,AR  ,15053.0,0.0,2017-03-13 00:00:00,2017,4636224.0,NNN,CLIENT,289764.0,289764.0,0.0,Client_0008 **,Y (1),6.25,3.0,Tenant_0003,Prop Only           ,72.0,Entity_0072,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
38,MO-Florissant,Missouri,Florissant                                         ,MO  ,15595.0,0.0,2017-03-31 00:00:00,2017,5060000.0,NNN,CLIENT,329555.0,329555.0,0.0,Client_0008 **,Y (1),6.513,3.0,Tenant_0003,Prop Only           ,74.0,Entity_0074,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
39,NE-Lincoln,Nebraska,Lincoln                                            ,NE  ,15052.0,0.0,2017-03-31 00:00:00,2017,3212000.0,NNN,CLIENT,195932.0,195932.0,0.0,Client_0008 **,Y (1),6.1,3.0,Tenant_0003,Prop Only           ,75.0,Entity_0075,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
40,MS-Tupelo,Mississippi,Tupelo                                             ,MS  ,15035.0,0.0,2017-04-26 00:00:00,2017,5451612.0,NNN,CLIENT,338000.0,338000.0,0.0,Client_0008 **,Y (1),6.2,3.0,Tenant_0003,Prop Only           ,76.0,Entity_0076,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
41,AZ-Gold Canyon,Arizona,Gold Canyon                                        ,AZ  ,15125.0,0.0,2017-05-24 00:00:00,2017,5742188.0,NNN,CLIENT,367500.0,367500.0,0.0,Client_0008 **,Y (1),6.4,3.0,Tenant_0003,Prop Only           ,77.0,Entity_0077,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
42,ID-Pocatello,Idaho,Pocatello                                          ,ID  ,14490.0,0.0,2017-05-25 00:00:00,2017,5490000.0,NNN,CLIENT,356861.0,356861.0,0.0,Client_0008 **,Y (1),6.5,3.0,Tenant_0003,Prop Only           ,78.0,Entity_0078,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
43,TX-Brenham,Texas,Brenham                                            ,TX  ,14550.0,0.0,2017-06-01 00:00:00,2017,5450000.0,NNN,CLIENT,332000.0,332000.0,0.0,Client_0008 **,Y (1),6.092,3.0,Tenant_0003,Prop Only           ,73.0,Entity_0073,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
44,TX-Waco,Texas,Waco                                               ,TX  ,13813.0,0.0,2017-06-30 00:00:00,2017,5075000.0,NNN,CLIENT,196149.96,196149.96,0.0,Client_0008 **,Y (1),3.865,227.0,Tenant_0227,Prop Only           ,79.0,Entity_0079,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
45,LA-New Iberia,Louisiana,New Iberia                                         ,LA  ,13738.0,0.0,2017-07-06 00:00:00,2017,5113000.0,NNN,CLIENT,323921.0,323921.0,0.0,Client_0008 **,Y (1),6.335,1.0,Tenant_0001,Prop Only           ,80.0,Entity_0080,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
46,OK-Newcastle,Oklahoma,Newcastle                                          ,OK  ,14820.0,0.0,2017-09-25 00:00:00,2017,4600000.0,NNN,CLIENT,276000.0,276000.0,0.0,Client_0008 **,Y (1),6.0,3.0,Tenant_0003,Prop Only           ,81.0,Entity_0081,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
47,TN-Brentwood,Tennessee,Brentwood                                          ,TN  ,14820.0,0.0,2017-09-25 00:00:00,2017,5900000.0,NNN,CLIENT,371800.0,371800.0,0.0,Client_0008 **,Y (1),6.302,3.0,Tenant_0003,Prop Only           ,83.0,Entity_0083,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
48,TX-Houston,Texas,Houston                                            ,TX  ,14490.0,0.0,2017-12-15 00:00:00,2017,6400000.0,NNN,CLIENT,384000.0,384000.0,0.0,Client_0008 **,Y (1),6.0,3.0,Tenant_0003,Prop Only           ,82.0,Entity_0082,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
49,IL-Rockford,Illinois,Rockford                                           ,IL  ,130000.0,0.0,2018-03-22 00:00:00,2018,13750000.0,NNN,CLIENT,994500.0,994500.0,0.0,Client_0008 **,Y (1),7.232999999999999,9.0,Tenant_0009,Prop Only           ,84.0,Entity_0084,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
50,IL-South Elgin,Illinois,South Elgin                                        ,IL  ,11040.0,0.0,2018-05-08 00:00:00,2018,3586439.0,NNN,CLIENT,220566.0,220566.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
51,OH-Hubbard,Ohio,Hubbard                                            ,OH  ,10904.0,0.0,2018-05-08 00:00:00,2018,1837398.0,NNN,CLIENT,113000.0,113000.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
52,OH-Xenia,Ohio,Xenia                                              ,OH  ,10147.0,0.0,2018-05-08 00:00:00,2018,2325203.0,NNN,CLIENT,143000.0,143000.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
53,IL-Watseka,Illinois,Watseka                                            ,IL  ,10202.0,0.0,2018-05-08 00:00:00,2018,2286179.0,NNN,CLIENT,140600.0,140600.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
54,VA-Hillsville,Virginia,Hillsville                                         ,VA  ,10086.0,0.0,2018-05-08 00:00:00,2018,1232520.0,NNN,CLIENT,75800.0,75800.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
55,NC-King,North Carolina,King                                               ,NC  ,10086.0,0.0,2018-05-08 00:00:00,2018,1895138.0,NNN,CLIENT,116551.0,116551.0,0.0,Client_0008 **,Y (1),6.15,1.0,Tenant_0001,Prop Only           ,85.0,Entity_0085,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
56,WI-Racine,Wisconsin,Racine                                             ,WI  ,14820.0,0.0,2018-05-29 00:00:00,2018,5568000.0,NNN,CLIENT,348000.0,348000.0,0.0,Client_0008 **,Y (1),6.25,3.0,Tenant_0003,Prop Only           ,124.0,Entity_0124,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
57,OK-Muskogee,Oklahoma,Muskogee                                           ,OK  ,15120.0,0.0,2016-08-19 00:00:00,2016,3832000.0,NN,CLIENT,263000.0,263000.0,0.0,Client_0007 **,Y (1),6.863,3.0,Tenant_0003,Prop Only           ,86.0,Entity_0086,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
58,IA-Davenport,Iowa,Davenport                                          ,IA  ,15120.0,0.0,2017-03-06 00:00:00,2017,4578000.0,NN,CLIENT,309000.0,309000.0,0.0,Client_0007 **,Y (3),6.75,3.0,Tenant_0003,Prop Only           ,86.0,Entity_0086,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
59,LA-Houma,Louisiana,Houma                                              ,LA  ,11320.0,0.0,2017-08-31 00:00:00,2017,3350000.0,NNN,CLIENT,228238.0,228238.0,0.0,Client_0007 **,Y (3),6.813,1.0,Tenant_0001,Prop Only           ,86.0,Entity_0086,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
61,IL-Belleville,Illinois,Belleville                                         ,IL  ,15125.0,0.0,2017-03-30 00:00:00,2017,3800000.0,NN,CLIENT,247000.0,247000.0,0.0,Client_0013 **,Y (1),6.5,3.0,Tenant_0003,Prop Only           ,95.0,Entity_0095,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
62,TN-Powell,Tennessee,Powell                                             ,TN  ,10003.0,0.0,2017-07-18 00:00:00,2017,2646000.0,NNN,CLIENT,169691.0,169691.0,0.0,Client_0013 **,Y (2),6.413,1.0,Tenant_0001,Prop Only           ,96.0,Entity_0096,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
63,PA-Pittsburgh,Pennsylvania,Pittsburgh                                         ,PA  ,10125.0,0.0,2017-01-13 00:00:00,2017,4100000.0,NNN,CLIENT,322263.0,322263.0,0.0,Client_0005 **,Y (1),7.86,1.0,Tenant_0001,No Mgmt             ,98.0,Entity_0098,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
64,IL-Des Plaines,Illinois,Des Plaines                                        ,IL  ,15272.0,0.0,2017-09-01 00:00:00,2017,6325000.0,NNN,CLIENT,370000.0,370000.0,0.0,Client_0005 **,Y (1),5.85,3.0,Tenant_0003,No Mgmt             ,98.0,Entity_0098,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
65,OK-Tulsa,Oklahoma,Tulsa                                              ,OK  ,13000.0,0.0,2017-10-10 00:00:00,2017,2778000.0,NN,CLIENT,193050.0,193050.0,0.0,Client_0025 **,Y (3),6.949,3.0,Tenant_0003,Fin & Prop          ,99.0,Entity_0099,2,1973347.27389,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
66,AL-Huntsville,Alabama,Huntsville,AL  ,10125.0,0.0,2017-11-28 00:00:00,2017,4800000.0,NN,CLIENT,327138.0,327138.0,0.0,Client_0025 **,Y (2),6.815,1.0,Tenant_0001,Fin & Prop          ,102.0,Entity_0102,2,3507532.085574,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
67,TN-Murfreesboro,Tennessee,Murfreesboro                                       ,TN  ,13905.0,0.0,2017-12-15 00:00:00,2017,4700000.0,NN,CLIENT,312444.96,312444.96,0.0,Client_0025 **,Y (3),6.648,3.0,Tenant_0003,Fin & Prop          ,101.0,Entity_0101,2,2944395.04,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
68,VA-Midlothian,Virginia,Midlothian                                         ,VA  ,13905.0,0.0,2018-03-05 00:00:00,2018,4150000.0,NN,CLIENT,290000.0,290000.0,0.0,Client_0025 **,Y (3),6.988,3.0,Tenant_0003,Fin & Prop          ,103.0,Entity_0103,2,2758566.4605360003,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
69,MA-Oxford,Massachusetts,Oxford                                             ,MA  ,8760.0,0.0,2018-05-10 00:00:00,2018,2175000.0,NN,CLIENT,145941.6,145941.6,0.0,Client_0025 **,Y (3),6.71,1.0,Tenant_0001,Fin & Prop          ,104.0,Entity_0104,1,1242845.42,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
70,NC-Durham,North Carolina,Durham                                             ,NC  ,10125.0,0.0,2016-07-28 00:00:00,2016,3450000.0,NN,CLIENT,259595.0,259595.0,0.0,Client_0036 **,Y (2),7.524,1.0,Tenant_0001,Fin & Prop          ,105.0,Entity_0105,2,2165915.52,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
71,MA-Millbury,Massachusetts,Millbury,MA  ,10125.0,0.0,2016-08-19 00:00:00,2016,3235000.0,NN,CLIENT,236520.0,236520.0,0.0,Client_0016 **,Y (3),7.311,1.0,Tenant_0001,Fin & Prop          ,107.0,Entity_0107,2,2157212.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
72,IL-Lombard,Illinois,Lombard                                            ,IL  ,13905.0,0.0,2017-01-11 00:00:00,2017,4900000.0,NN,JV,354999.96,354999.96,0.0,Client_0019 **,Y (3),7.245,3.0,Tenant_0003,Fin & Prop          ,108.0,Entity_0108,1,3205339.16,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
73,NC-Ocean Isle Beach,North Carolina,Ocean Isle Beach                                   ,NC  ,10125.0,0.0,2017-06-30 00:00:00,2017,2801550.0,NN,CLIENT,191666.0,191666.0,0.0,Client_0015 **,Y (3),6.841,1.0,Tenant_0001,Fin & Prop          ,110.0,Entity_0110,2,1782393.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
74,OK-Moore,Oklahoma,Moore                                              ,OK  ,13905.0,0.0,2017-10-02 00:00:00,2017,3347000.0,NN,CLIENT,232908.0,232908.0,0.0,Client_0019 **,Y (3),6.959,3.0,Tenant_0003,Fin & Prop          ,111.0,Entity_0111,2,2188900.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
75,TX-Fort Worth,Texas,Fort Worth                                         ,TX  ,10908.0,0.0,2017-11-28 00:00:00,2017,3150000.0,NN,CLIENT,228244.0,228244.0,0.0,Client_0019 **,Y (3),7.246,1.0,Tenant_0001,Fin & Prop          ,113.0,Entity_0113,2,2075750.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
77,MO-Saint Peters,Missouri,Saint Peters                                       ,MO  ,14040.0,0.0,2015-08-27 00:00:00,2015,2320000.0,NN,CLIENT,154875.0,154875.0,0.0,Client_0062 **,Y (3),6.676,3.0,Tenant_0003,Out of Contract     ,122.0,Entity_0122,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
78,FL-Jacksonville Beach,Florida,Jacksonville Beach                                 ,FL  ,10908.0,0.0,2015-12-02 00:00:00,2015,4245000.0,NN,CLIENT,287078.0,287078.0,0.0,Client_0058 **,Y (3),6.763,1.0,Tenant_0001,Out of Contract     ,120.0,Entity_0120,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
79,TX-Houston,Texas,Houston                                            ,TX  ,15624.0,0.0,2016-05-09 00:00:00,2016,4975000.0,NN,CLIENT,335644.0,335644.0,0.0,Client_0074 **,Y (2),6.747,3.0,Tenant_0003,Prop Only           ,116.0,Entity_0116,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
80,TX-San Antonio,Texas,San Antonio                                        ,TX  ,13813.0,0.0,2016-05-11 00:00:00,2016,4330000.0,NNN,CLIENT,288366.0,288366.0,0.0,Client_0059 **,Y (2),6.66,1.0,Tenant_0001,Out of Contract     ,125.0,Entity_0125,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
82,RI-Providence,Rhode Island,Providence                                         ,RI  ,13450.0,0.0,2016-08-31 00:00:00,2016,3715000.0,NN,CLIENT,252598.0,252598.0,0.0,Client_0009 **,Y (2),6.799,1.0,Tenant_0001,No Mgmt             ,117.0,Entity_0117,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
83,OH-Westerville,Ohio,Westerville                                        ,OH  ,9872.0,0.0,2016-12-23 00:00:00,2016,4200000.0,NNN,CLIENT,336386.0,336386.0,0.0,Client_0027 **,Y (1),8.009,1.0,Tenant_0001,Out of Contract     ,115.0,Entity_0115,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
84,OH-Cleveland Heights,Ohio,Cleveland Heights                                  ,OH  ,13560.0,0.0,2018-03-30 00:00:00,2018,3960000.0,NN,CLIENT,276895.0,276895.0,0.0,Client_0021 **,Y (4),6.992,1.0,Tenant_0001,Fin & Prop          ,121.0,Entity_0121,1,2627904.66,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
85,IA-Cedar Rapids,Iowa,Cedar Rapids                                       ,IA  ,13905.0,0.0,2011-12-09 00:00:00,2011,4191045.0,NN,LJL,351000.0,351000.0,0.0,Client_0001 **,Y (3),8.375,3.0,Tenant_0003,Fin & Prop          ,2.0,Entity_0002,2,5211924.2352,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
86,OK-Shawnee,Oklahoma,Shawnee                                            ,OK  ,13905.0,0.0,2011-12-09 00:00:00,2011,2938000.0,NN,LJL,244701.96,244701.96,0.0,Client_0001 **,Y (3),8.329,3.0,Tenant_0003,Fin & Prop          ,21.0,Entity_0021,2,2412572.01,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
87,OH-Boardman,Ohio,Boardman                                           ,OH  ,13905.0,0.0,2011-12-13 00:00:00,2011,3958308.48,NN,LJL,333303.0,333303.0,0.0,Client_0001 **,Y (3),8.42,3.0,Tenant_0003,Fin & Prop          ,3.0,Entity_0003,3,3898073.397312,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
88,WI-Milwaukee,Wisconsin,Milwaukee                                          ,WI  ,15000.0,0.0,2013-11-04 00:00:00,2013,2970000.0,NN,LJL,239100.0,239100.0,0.0,Client_0040 **,Y (4),8.051,3.0,Tenant_0003,Fin & Prop          ,129.0,Entity_0129,3,2678932.21248,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
90,WA-Tacoma,Washington,Tacoma                                             ,WA  ,13500.0,0.0,2015-12-30 00:00:00,2015,4771773.0,NN,L2,357885.0,357885.0,0.0,Client_0001 **,Y (3),7.5,3.0,Tenant_0003,Fin & Prop          ,131.0,Entity_0131,3,4554184.761216,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
91,KY-Murray,Kentucky,Murray                                             ,KY  ,10135.0,0.0,2016-06-03 00:00:00,2016,2320000.0,NNN,L2,163684.0,163684.0,0.0,Client_0001 **,Y (3),7.055,1.0,Tenant_0001,Fin & Prop          ,132.0,Entity_0132,3,2059145.353152,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
92,CO-Denver,Colorado,Denver                                             ,CO  ,13905.0,0.0,2011-12-14 00:00:00,2011,4400000.0,NN,LJL,326700.0,326700.0,0.0,Client_0001 **,Y (3),7.425,3.0,Tenant_0003,Fin & Prop          ,22.0,Entity_0022,2,8130244.8258,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
93,OH-Lorain,Ohio,Lorain                                             ,OH  ,14490.0,0.0,2012-05-04 00:00:00,2012,3248550.0,NN,LJL,258999.96,258999.96,0.0,Client_0001 **,Y (2),7.973,3.0,Tenant_0003,Fin & Prop          ,23.0,Entity_0023,2,4627367.6643,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
94,GA-Lithonia,Georgia,Lithonia                                           ,GA  ,15120.0,0.0,2012-12-28 00:00:00,2012,4450000.0,NN,LJL,225000.0,225000.0,0.0,Client_0001 **,Y (2),5.056,3.0,Tenant_0003,Fin & Prop          ,27.0,Entity_0027,2,8206103.3121,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
95,IL-Belleville,Illinois,Belleville                                         ,IL  ,13905.0,0.0,2012-12-28 00:00:00,2012,3478481.0,NN,LJL,274800.0,274800.0,0.0,Client_0040 **,Y (1),7.9,3.0,Tenant_0003,Fin & Prop          ,24.0,Entity_0024,2,6778178.8641,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
96,IA-Davenport,Iowa,Davenport                                          ,IA  ,15120.0,0.0,2014-02-22 00:00:00,2014,4551750.0,NN,LJL,312375.0,312375.0,0.0,Client_0001 **,Y (1),6.863,3.0,Tenant_0003,Fin & Prop          ,25.0,Entity_0025,2,7032527.9064,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
97,IL-Aurora,Illinois,Aurora                                             ,IL  ,13000.0,0.0,2013-07-10 00:00:00,2013,2355000.0,NN,LJL,188499.96,188499.96,0.0,Client_0001 **,Y (3),8.003999999999998,3.0,Tenant_0003,Fin & Prop          ,26.0,Entity_0026,2,4636292.192100001,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
98,GA-Conyers,Georgia,Conyers                                            ,GA  ,9504.0,0.0,2013-05-01 00:00:00,2013,1900000.0,NNN,LJL,178860.0,178860.0,0.0,Client_0001 **,Y (3),9.414,1.0,Tenant_0001,Fin & Prop          ,28.0,Entity_0028,3,2426930.961984,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
99,OH-Marion,Ohio,Marion                                             ,OH  ,10722.0,0.0,2013-05-30 00:00:00,2013,1667500.0,NN,LJL,162438.36,162438.36,0.0,Client_0001 **,Y (2),9.741,1.0,Tenant_0001,Fin & Prop          ,29.0,Entity_0029,3,1970604.373248,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
101,TX-Jacinto City,Texas,Jacinto City                                       ,TX  ,13905.0,0.0,2015-10-27 00:00:00,2015,2651400.0,NN,JV,198855.0,198855.0,0.0,Client_0121 **,Y (3),7.5,3.0,Tenant_0003,Fin & Prop          ,226.0,Entity_0226,2,1915000.0,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,PHARMACY,1,1
102,MO-Belton,Missouri,Belton                                             ,MO  ,10908.0,0.0,2015-11-10 00:00:00,2015,4675000.0,NNN,L2,367702.39,367702.39,0.0,Client_0001 **,Y (3),7.865,1.0,Tenant_0001,Fin & Prop          ,7.0,Entity_0007,3,2850000.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
106,TX-Spring,Texas,Spring                                             ,TX  ,13500.0,0.0,2016-06-09 00:00:00,2016,1200000.0,NN,L2,190000.0,190000.0,0.0,Client_0001 **,Y (3),15.833,3.0,Tenant_0003,Fin & Prop          ,193.0,Entity_0193,2,1483579.8069066,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
108,KY-Erlanger,Kentucky,Erlanger                                           ,KY  ,15120.0,0.0,2016-12-14 00:00:00,2016,5200000.0,NN,JV,368000.0,368000.0,0.0,Client_0022 **,Y (3),7.077,3.0,Tenant_0003,Fin & Prop          ,32.0,Entity_0032,1,3450629.33,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
109,MD-Baltimore,Maryland,Baltimore                                          ,MD  ,15120.0,0.0,2017-01-31 00:00:00,2017,5440560.0,NN,CLIENT,389000.0,389000.0,0.0,Client_0030 **,Y (2),7.15,3.0,Tenant_0003,Fin & Prop          ,35.0,Entity_0035,1,3817387.29,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
110,TN-Memphis,Tennessee,Memphis                                            ,TN  ,13905.0,0.0,2017-03-13 00:00:00,2017,4986000.0,NN,JV,369000.0,369000.0,0.0,Client_0022 **,Y (3),7.401,3.0,Tenant_0003,Fin & Prop          ,34.0,Entity_0034,1,3362655.01,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
