PROPERTYID,LOCATION,STATE,CITY,STATEID,SQFT,SQFT_VACANCY,PURCHASE_DATE,PURCHASE_YEAR,PURCHASE_PRICE,DESC_TYPENN,DESC_TYPEPROPERTY,RENT_ANCHOR,RENT_ALL,RENT_DIFFERENCE,MJ_OWNER,OPT_LEASE,CAPRATE,TENANTID,TENANTNAME,DESC_TYPEMGMT,ENTERPRISEID,DESC_COMPANIE,LOAN_COUNT,LOAN_UPB,PORTFOLIOID,PORTFOLIONAME,ADMIN_ENTITYID,ADMIN_ENTITY,DESC_TYPETENANT,DESC_CATEGORY,NROTENANT,UNITQTD
231,OK-Broken Arrow,Oklahoma,Broken Arrow,OK  ,14560.0,0.0,2020-06-09 00:00:00,2020,4740000.0,NNN,CLIENT,320000.0,320000.0,0.0,Client_0008 **,Y (1),6.751,3.0,Tenant_0003,Prop Only           ,240.0,Entity_0240,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
232,IL-Buffalo Grove,Illinois,Buffalo Grove,IL  ,15120.0,0.0,2020-06-15 00:00:00,2020,4570000.0,NN,CLIENT,320000.0,320000.0,0.0,Client_0125 **,Y (2),7.002,3.0,Tenant_0003,Prop Only           ,243.0,Entity_0243,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
233,IN-Indianapolis,Indiana,Indianapolis,IN  ,13500.0,0.0,2020-06-19 00:00:00,2020,2440000.0,NN,JV,185287.0,185287.0,0.0,Client_0001 **,Y (2),7.594,3.0,Tenant_0003,Fin & Prop          ,242.0,Entity_0242,1,1628193.87,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
234,MO-Liberty,Missouri,Liberty,MO  ,13905.0,0.0,2020-06-25 00:00:00,2020,4653114.0,NN,CLIENT,337570.0,337570.0,0.0,Client_0125 **,Y (2),7.255,3.0,Tenant_0003,Prop Only           ,244.0,Entity_0244,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
235,IL-Bannockburn,Illinois,Bannockburn                                        ,IL  ,13000.0,0.0,2020-07-23 00:00:00,2020,2800000.0,NN,CLIENT,190000.0,190000.0,0.0,Client_0107 **,Y (2),6.786,3.0,Tenant_0003,Fin & Prop          ,245.0,Entity_0245,1,1876005.75,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
236,TX-Lufkin,Texas,Lufkin                                             ,TX  ,10908.0,10906.0,2020-07-28 00:00:00,2020,3635000.0,NNN,CLIENT,0.0,0.0,0.0,Client_0125 **,,,,,Prop Only           ,246.0,Entity_0246,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,0,1
237,KY-Louisville,Kentucky,Louisville,KY  ,84580.0,0.0,2020-07-30 00:00:00,2020,7360000.0,NNN,JV,254713.92,521413.92,266700.0,Client_0112 **,Y (2),7.084,3.0,Tenant_0003,Fin & Prop          ,249.0,Entity_0249,1,4937960.29,1,L2-ALL            ,6.0,AE_0006   ,MULTI-TENANT,PHARMACY,2,2
238,PA-Bethel Park,Pennsylvania,Bethel Park,PA  ,10046.0,0.0,2020-07-31 00:00:00,2020,4250000.0,NNN,CLIENT,274125.05,274125.05,0.0,Client_0008 **,Y (1),6.45,1.0,Tenant_0001,Prop Only           ,247.0,Entity_0247,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
239,AL-Florence,Alabama,Florence,AL  ,14820.0,0.0,2020-08-26 00:00:00,2020,4569474.0,NNN,CLIENT,303870.0,303870.0,0.0,Client_0008 **,Y (1),6.65,3.0,Tenant_0003,Prop Only           ,251.0,Entity_0251,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
240,TX-Houston,Texas,Houston                                            ,TX  ,14490.0,0.0,2020-09-04 00:00:00,2020,4244000.0,NNN,CLIENT,286500.0,286500.0,0.0,Client_0008 **,Y (1),6.751,3.0,Tenant_0003,Prop Only           ,252.0,Entity_0252,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
241,WI-Portage,Wisconsin,Portage,WI  ,14490.0,0.0,2020-09-11 00:00:00,2020,4360000.0,NNN,CLIENT,290000.0,290000.0,0.0,Client_0008 **,Y (1),6.651,3.0,Tenant_0003,Prop Only           ,253.0,Entity_0253,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
242,NC-Angier,North Carolina,Angier,NC  ,9804.0,0.0,2020-09-30 00:00:00,2020,2025000.0,NN,CLIENT,140000.0,140000.0,0.0,Client_0112 **,Y (2),6.914,3.0,Tenant_0003,Fin & Prop          ,254.0,Entity_0254,1,1366840.45,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
243,WI-Franklin,Wisconsin,Franklin                                           ,WI  ,15120.0,0.0,2020-10-07 00:00:00,2020,3812400.0,NN,CLIENT,266868.0,266868.0,0.0,Client_0084 **,Y (2),7.0,3.0,Tenant_0003,No Mgmt             ,255.0,Entity_0255,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
244,NC-Rocky Mount,North Carolina,Rocky Mount                                        ,NC  ,10125.0,0.0,2020-10-07 00:00:00,2020,3952609.0,NN,CLIENT,260556.24,260556.24,0.0,Client_0084 **,Y (2),6.592,1.0,Tenant_0001,No Mgmt             ,256.0,Entity_0256,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
245,TX-Dallas,Texas,Dallas                                             ,TX  ,13905.0,0.0,2020-10-07 00:00:00,2020,3578485.0,NN,CLIENT,243337.0,243337.0,0.0,Client_0084 **,Y (2),6.8,3.0,Tenant_0003,No Mgmt             ,257.0,Entity_0257,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
247,TX-Arlington,Texas,Arlington                                          ,TX  ,13905.0,0.0,2020-10-29 00:00:00,2020,4237000.0,NN,CLIENT,271197.0,271197.0,0.0,Client_0125 **,Y (1),6.401,3.0,Tenant_0003,Prop Only           ,259.0,Entity_0259,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
248,KS-Wichita,Kansas,Wichita,KS  ,15120.0,0.0,2020-10-30 00:00:00,2020,4500000.0,NN,CLIENT,293700.0,293700.0,0.0,Client_0125 **,Y (1),6.527,3.0,Tenant_0003,Prop Only           ,260.0,Entity_0260,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
250,AR-Benton,Arkansas,Benton,AR  ,14490.0,0.0,2020-11-20 00:00:00,2020,5935000.0,NNN,CLIENT,368000.0,368000.0,0.0,Client_0125 **,Y (1),6.201,3.0,Tenant_0003,Prop Only           ,261.0,Entity_0261,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
251,IL-Moline,Illinois,Moline,IL  ,70000.0,0.0,2020-11-20 00:00:00,2020,7802000.0,NNN,CLIENT,574070.1,574070.1,0.0,Client_0008 **,Y (2),7.357999999999999,13.0,Tenant_0013,Prop Only           ,262.0,Entity_0262,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
252,AR-Jonesboro,Arkansas,Jonesboro,AR  ,14490.0,0.0,2020-11-20 00:00:00,2020,5538000.0,NNN,CLIENT,360000.0,360000.0,0.0,Client_0008 **,Y (1),6.501,3.0,Tenant_0003,Prop Only           ,262.0,Entity_0262,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
253,WI-Pewaukee,Wisconsin,Pewaukee,WI  ,14725.0,0.0,2020-11-25 00:00:00,2020,4828000.0,NN,CLIENT,304212.0,304212.0,0.0,Client_0125 **,Y (1),6.301,3.0,Tenant_0003,Prop Only           ,265.0,Entity_0265,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
254,WI-Racine,Wisconsin,Racine                                             ,WI  ,15680.0,0.0,2020-12-01 00:00:00,2020,6578000.0,NN,CLIENT,405000.0,405000.0,0.0,Client_0125 **,Y (2),6.157,3.0,Tenant_0003,Prop Only           ,263.0,Entity_0263,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
255,IL-Springfield,Illinois,Springfield                                        ,IL  ,14820.0,0.0,2020-12-01 00:00:00,2020,4285714.0,NNN,CLIENT,270000.0,270000.0,0.0,Client_0008 **,Y (1),6.3,3.0,Tenant_0003,Prop Only           ,264.0,Entity_0264,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
256,TX-Pearland,Texas,Pearland,TX  ,14490.0,0.0,2020-12-01 00:00:00,2020,5400000.0,NNN,CLIENT,325000.0,325000.0,0.0,Client_0008 **,Y (1),6.019,3.0,Tenant_0003,Prop Only           ,266.0,Entity_0266,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
257,NE-Papillion,Nebraska,Papillion,NE  ,14189.0,0.0,2020-12-07 00:00:00,2020,5250000.0,NNN,CLIENT,315000.0,315000.0,0.0,Client_0125 **,Y (1),6.0,3.0,Tenant_0003,Prop Only           ,268.0,Entity_0268,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
258,LA-Slidell,Louisiana,Slidell,LA  ,14560.0,0.0,2020-12-07 00:00:00,2020,4400000.0,NNN,CLIENT,275000.0,275000.0,0.0,Client_0125 **,Y (1),6.25,3.0,Tenant_0003,Prop Only           ,267.0,Entity_0267,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
259,IN-Greenwood,Indiana,Greenwood,IN  ,18750.0,0.0,2020-12-09 00:00:00,2020,2000000.0,NN,CLIENT,188500.08,188500.08,0.0,Client_0125 **,Y (2),9.425,37.0,Tenant_0037,Prop Only           ,271.0,Entity_0271,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
260,TX-Alvin,Texas,Alvin,TX  ,10906.0,0.0,2020-12-09 00:00:00,2020,2500000.0,NN,CLIENT,190723.56,190723.56,0.0,Client_0125 **,Y (1),7.628999999999999,1.0,Tenant_0001,Prop Only           ,270.0,Entity_0270,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
261,TX-Cedar Park,Texas,Cedar Park,TX  ,19200.0,0.0,2020-12-09 00:00:00,2020,4200000.0,NNN,CLIENT,266560.08,266560.08,0.0,Client_0125 **,Y (1),6.347,37.0,Tenant_0037,Prop Only           ,269.0,Entity_0269,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
262,OH-Canal Winchester,Ohio,Canal Winchester,OH  ,11252.0,0.0,2020-12-09 00:00:00,2020,2600000.0,NN,CLIENT,138744.0,138744.0,0.0,Client_0125 **,Y (2),5.336,1.0,Tenant_0001,Prop Only           ,272.0,Entity_0272,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
263,TX-Missouri City,Texas,Missouri City,TX  ,10929.0,0.0,2020-12-09 00:00:00,2020,3100000.0,NN,CLIENT,194652.48,194652.48,0.0,Client_0125 **,,6.279,1.0,Tenant_0001,Prop Only           ,278.0,Entity_0278,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
264,TN-Knoxville,Tennessee,Knoxville,TN  ,10722.0,0.0,2020-12-09 00:00:00,2020,2050000.0,NN,CLIENT,161549.76,161549.76,0.0,Client_0125 **,Y (2),7.88,1.0,Tenant_0001,Prop Only           ,277.0,Entity_0277,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
265,MI-Grand Rapids,Michigan,Grand Rapids,MI  ,13500.0,0.0,2020-12-09 00:00:00,2020,4450000.0,NN,CLIENT,224787.0,224787.0,0.0,Client_0125 **,Y (2),5.051,3.0,Tenant_0003,Prop Only           ,276.0,Entity_0276,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
266,GA-Smyrna,Georgia,Smyrna,GA  ,10125.0,0.0,2020-12-09 00:00:00,2020,2900000.0,NN,CLIENT,219407.4,219407.4,0.0,Client_0125 **,,7.566,1.0,Tenant_0001,Prop Only           ,275.0,Entity_0275,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
267,AL-Tuscaloosa,Alabama,Tuscaloosa,AL  ,10195.0,0.0,2020-12-09 00:00:00,2020,2500000.0,NN,CLIENT,171000.0,171000.0,0.0,Client_0125 **,Y (1),6.84,1.0,Tenant_0001,Prop Only           ,274.0,Entity_0274,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
268,FL-Milton,Florida,Milton                                             ,FL  ,19097.0,0.0,2020-12-09 00:00:00,2020,5100000.0,NN,CLIENT,260148.0,260148.0,0.0,Client_0125 **,Y (1),5.101,37.0,Tenant_0037,Prop Only           ,273.0,Entity_0273,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
269,NH-Manchester,New Hampshire,Manchester,NH  ,13905.0,0.0,2020-12-15 00:00:00,2020,3905000.0,NN,CLIENT,246000.0,246000.0,0.0,Client_0125 **,Y (1),6.3,3.0,Tenant_0003,Prop Only           ,279.0,Entity_0279,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
270,OH-Sandusky,Ohio,Sandusky,OH  ,10125.0,0.0,2020-12-17 00:00:00,2020,2682000.0,NN,CLIENT,199048.0,199048.0,0.0,Client_0084 **,Y (2),7.421999999999999,1.0,Tenant_0001,No Mgmt             ,283.0,Entity_0283,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
271,MI-Kalamazoo,Michigan,Kalamazoo,MI  ,13575.0,0.0,2020-12-18 00:00:00,2020,5123077.0,NNN,CLIENT,333000.0,333000.0,0.0,Client_0125 **,Y (1),6.5,3.0,Tenant_0003,Prop Only           ,287.0,Entity_0287,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
272,CA-Yucca Valley,California,Yucca Valley,CA  ,14490.0,0.0,2020-12-18 00:00:00,2020,3600000.0,NN,CLIENT,264337.0,264337.0,0.0,Client_0112 **,Y (1),7.343,3.0,Tenant_0003,Fin & Prop          ,284.0,Entity_0284,1,1196975.22,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
273,LA-Kenner,Louisiana,Kenner,LA  ,15799.0,0.0,2020-12-22 00:00:00,2020,5000000.0,NNN,CLIENT,362500.0,362500.0,0.0,Client_0008 **,Y (1),7.25,3.0,Tenant_0003,Prop Only           ,288.0,Entity_0288,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
274,OH-Dayton,Ohio,Dayton,OH  ,13905.0,0.0,2020-12-23 00:00:00,2020,3575000.0,NN,CLIENT,250290.0,250290.0,0.0,Client_0125 **,Y (1),7.001,3.0,Tenant_0003,Prop Only           ,290.0,Entity_0290,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
275,NC-Raleigh,North Carolina,Raleigh,NC  ,14560.0,0.0,2020-12-23 00:00:00,2020,5354000.0,NNN,CLIENT,338600.0,338600.0,0.0,Client_0008 **,Y (1),6.324,3.0,Tenant_0003,Prop Only           ,262.0,Entity_0262,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
276,OK-Mustang,Oklahoma,Mustang,OK  ,13650.0,0.0,2020-12-24 00:00:00,2020,4704000.0,NNN,CLIENT,294000.0,294000.0,0.0,Client_0026 **,Y (1),6.25,3.0,Tenant_0003,Fin & Prop          ,291.0,Entity_0291,1,3211420.06,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
277,IL-Oak Park,Illinois,Oak Park,IL  ,2455.0,0.0,2020-12-29 00:00:00,2020,1118000.0,NNN,L2,78754.0,78754.0,0.0,Client_0001 **,,7.044,39.0,Tenant_0039,Fin & Prop          ,294.0,Entity_0294,1,761874.4599999998,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
278,TX-Tomball,Texas,Tomball,TX  ,14820.0,0.0,2020-12-29 00:00:00,2020,7000000.0,NNN,CLIENT,345000.0,345000.0,0.0,Client_0008 **,Y (1),4.929,3.0,Tenant_0003,Prop Only           ,293.0,Entity_0293,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
279,OK-Sand Springs,Oklahoma,Sand Springs,OK  ,14560.0,0.0,2020-12-29 00:00:00,2020,5085000.0,NNN,CLIENT,320500.0,320500.0,0.0,Client_0125 **,Y (1),6.303,3.0,Tenant_0003,Prop Only           ,292.0,Entity_0292,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
280,AR-Mountain Home,Arkansas,Mountain Home,AR  ,14753.0,0.0,2020-12-29 00:00:00,2020,5750000.0,NNN,CLIENT,345000.0,345000.0,0.0,Client_0125 **,Y (1),6.0,3.0,Tenant_0003,Prop Only           ,301.0,Entity_0301,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
281,OH-Mentor On The Lake,Ohio,Mentor On The Lake,OH  ,74333.0,0.0,2020-12-31 00:00:00,2020,9750000.0,NN,JV,646439.0,740151.0,93712.0,Client_0001 **,Y (2),7.591,2.0,Tenant_0002,Fin & Prop          ,295.0,Entity_0295,1,6369653.49,1,L2-ALL            ,6.0,AE_0006   ,MULTI-TENANT,NON-PHARMACY,4,3
282,OK-Owasso,Oklahoma,Owasso,OK  ,15120.0,0.0,2020-12-29 00:00:00,2020,5605000.0,NNN,CLIENT,347500.0,347500.0,0.0,Client_0125 **,Y (1),6.2,3.0,Tenant_0003,Prop Only           ,303.0,Entity_0303,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
283,MT-Bozeman,Montana,Bozeman,MT  ,26449.0,0.0,2020-12-30 00:00:00,2020,7310000.0,NN,L2,496244.28,496244.28,0.0,Client_0001 **,,6.789,40.0,Tenant_0040,Fin & Prop          ,307.0,Entity_0307,2,4215031.1930934,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
284,NC-Mocksville,North Carolina,Mocksville,NC  ,14820.0,0.0,2020-12-29 00:00:00,2020,4287500.0,NNN,CLIENT,275000.0,275000.0,0.0,Client_0128 **,Y (1),6.414,3.0,Tenant_0003,Fin & Prop          ,298.0,Entity_0298,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
285,OK-Oklahoma City,Oklahoma,Oklahoma City                                      ,OK  ,13905.0,0.0,2020-12-29 00:00:00,2020,4436363.0,NN,CLIENT,244000.0,244000.0,0.0,Client_0125 **,Y (2),5.5,3.0,Tenant_0003,Prop Only           ,299.0,Entity_0299,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
286,CT-Torrington,Connecticut,Torrington                                         ,CT  ,15120.0,0.0,2020-12-29 00:00:00,2020,5833333.0,NNN,CLIENT,300000.0,300000.0,0.0,Client_0008 **,Y (1),5.143,3.0,Tenant_0003,Prop Only           ,300.0,Entity_0300,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
287,TX-Arlington,Texas,Arlington                                          ,TX  ,13905.0,0.0,2020-12-28 00:00:00,2020,4403333.0,NN,CLIENT,264200.0,264200.0,0.0,Client_0128 **,Y (1),6.0,3.0,Tenant_0003,Fin & Prop          ,304.0,Entity_0304,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
289,FL-Clearwater,Florida,Clearwater,FL  ,15525.0,0.0,2020-12-28 00:00:00,2020,4100000.0,NN,CLIENT,260000.0,260000.0,0.0,Client_0110 **,Y (1),6.341,3.0,Tenant_0003,Fin & Prop          ,306.0,Entity_0306,1,2785568.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
290,MO-Neosho,Missouri,Neosho,MO  ,14820.0,0.0,2021-02-24 00:00:00,2021,3260000.0,NNN,CLIENT,212000.0,212000.0,0.0,Client_0029 **,Y (1),6.503,3.0,Tenant_0003,Fin & Prop          ,309.0,Entity_0309,4,1824814.1823760003,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
291,NC-Greenville,North Carolina,Greenville,NC  ,14490.0,0.0,2021-03-18 00:00:00,2021,4843750.0,NN,CLIENT,310000.0,310000.0,0.0,Client_0008 **,,6.4,3.0,Tenant_0003,Prop Only           ,310.0,Entity_0310,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
292,IL-Island Lake,Illinois,Island Lake,IL  ,14820.0,0.0,2021-04-12 00:00:00,2021,5392000.0,NNN,CLIENT,337000.0,337000.0,0.0,Client_0136 **,Y (1),6.25,3.0,Tenant_0003,Fin & Prop          ,311.0,Entity_0311,1,3198846.26,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
293,TX-Mansfield,Texas,Mansfield,TX  ,15120.0,0.0,2021-04-15 00:00:00,2021,4520000.0,NNN,JV,276000.0,276000.0,0.0,Client_0022 **,Y (1),6.106,3.0,Tenant_0003,Fin & Prop          ,315.0,Entity_0315,1,3252957.38,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
294,KS-Hutchinson,Kansas,Hutchinson,KS  ,2901.0,0.0,2021-04-20 00:00:00,2021,1126410.0,NN,JV,66000.0,66000.0,0.0,Client_0022 **,Y (1),5.859,4.0,Tenant_0004,Fin & Prop          ,316.0,Entity_0316,1,837537.6999999998,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
295,TX-Lufkin,Texas,Lufkin                                             ,TX  ,10908.0,0.0,2021-04-30 00:00:00,2021,3000000.0,NN,CLIENT,176165.0,176165.0,0.0,Client_0141 **,Y (1),5.872,1.0,Tenant_0001,No Mgmt             ,317.0,Entity_0317,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
296,WI-Kenosha,Wisconsin,Kenosha,WI  ,49936.0,0.0,2021-05-07 00:00:00,2021,2625000.0,NNN,L2,180000.0,180000.0,0.0,Client_0001 **,Y (1),6.857,44.0,Tenant_0044,Fin & Prop          ,318.0,Entity_0318,1,1898011.11,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
297,MS-Pascagoula,Mississippi,Pascagoula,MS  ,15120.0,0.0,2021-05-11 00:00:00,2021,4080000.0,NN,CLIENT,285000.0,285000.0,0.0,Client_0110 **,Y (1),6.985,3.0,Tenant_0003,Fin & Prop          ,319.0,Entity_0319,1,2776104.96,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
298,PA-Nanticoke,Pennsylvania,Nanticoke,PA  ,10908.0,0.0,2021-05-17 00:00:00,2021,2950000.0,NN,CLIENT,195412.56,195412.56,0.0,Client_0144 **,Y (1),6.624,1.0,Tenant_0001,Fin & Prop          ,320.0,Entity_0320,1,1704517.86,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
299,AZ-Cottonwood,Arizona,Cottonwood,AZ  ,15251.0,0.0,2021-05-27 00:00:00,2021,4950000.0,NN,L2,295869.0,295869.0,0.0,Client_0001 **,Y (1),5.977,1.0,Tenant_0001,Fin & Prop          ,323.0,Entity_0323,2,3627345.31,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
300,MI-Fort Gratiot,Michigan,Fort Gratiot,MI  ,4968.0,0.0,2021-06-16 00:00:00,2021,1990000.0,NN,JV,93580.2,147130.2,53550.000000000015,Client_0001 **,Y (2),7.393,47.0,Tenant_0047,Fin & Prop          ,324.0,Entity_0324,1,1374226.15,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,2,2
301,WI-West Allis,Wisconsin,West Allis,WI  ,259962.0,0.0,2021-07-21 00:00:00,2021,22523000.0,NN,JV,613264.3,1901467.34,1288203.04,Client_0020 **,,8.442,52.0,Tenant_0052,Fin & Prop          ,329.0,Entity_0329,2,16542464.57,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,8,8
302,MN-Bloomington,Minnesota,Bloomington,MN  ,83905.0,2347.0,2021-08-26 00:00:00,2021,17000000.0,NN,JV,1035697.22,1181856.82,146159.6000000001,Client_0148 **,Y (2),6.952,50.0,Tenant_0050,Fin & Prop          ,334.0,Entity_0334,1,9776467.4,3,L2B               ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,6,7
303,TX-Conroe,Texas,Conroe,TX  ,13824.0,0.0,2021-10-19 00:00:00,2021,7661078.0,NNN,CLIENT,350000.04,350000.04,0.0,Client_0150 **,Y (2),4.569,1.0,Tenant_0001,Prop Only           ,344.0,Entity_0344,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
304,TX-Spring,Texas,Spring                                             ,TX  ,13813.0,0.0,2021-10-19 00:00:00,2021,4754000.0,NNN,CLIENT,259676.88,259676.88,0.0,Client_0149 **,Y (1),5.462,1.0,Tenant_0001,Fin & Prop          ,343.0,Entity_0343,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
305,TN-Harriman,Tennessee,Harriman                                           ,TN  ,33816.0,0.0,2021-11-03 00:00:00,2021,3235000.0,NN,L2,240215.64,240215.64,0.0,Client_0001 **,Y (1),7.426,57.0,Tenant_0057,Fin & Prop          ,349.0,Entity_0349,3,2179563.75,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
306,FL-Temple Terrace,Florida,Temple Terrace,FL  ,48769.0,0.0,2021-11-19 00:00:00,2021,10000001.0,NN,CLIENT,531180.0,649185.37,118005.37,Client_0008 **,Y (2),6.492,65.0,Tenant_0065,Prop Only           ,350.0,Entity_0350,0,0.0,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,4,4
307,WI-Madison,Wisconsin,Madison                                                                                             ,WI  ,72743.0,0.0,2021-12-06 00:00:00,2021,7958000.0,NNN,JV,475500.0,475500.0,0.0,Client_0148 **,Y (1),5.975,15.0,Tenant_0015,Fin & Prop          ,353.0,Entity_0353,2,12448800.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
308,OH-Akron,Ohio,Akron,OH  ,77127.0,0.0,2021-12-03 00:00:00,2021,7572150.0,NNN,CLIENT,417657.84,452657.84,35000.0,Client_0008 **,Y (1),5.978,2.0,Tenant_0002,Prop Only           ,351.0,Entity_0351,0,0.0,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
