YEARID,MONTHID,ENTERPRISEID,ENTEPRISENAME,PORTFOLIOID,PORTFOLIONAME,NETINCOME
2022,12,307,Entity_0307,1.0,L2-ALL,-38401.0
2022,1,309,Entity_0309,1.0,L2-ALL,-9495.2
2022,2,309,Entity_0309,1.0,L2-ALL,-10881.48
2022,3,309,Entity_0309,1.0,L2-ALL,-10912.37
2022,4,309,Entity_0309,1.0,L2-ALL,-10249.74
2022,5,309,Entity_0309,1.0,L2-ALL,-10270.7
2022,6,309,Entity_0309,1.0,L2-ALL,-10518.22
2022,7,309,Entity_0309,1.0,L2-ALL,-10539.37
2022,8,309,Entity_0309,1.0,L2-ALL,-7949.34
2022,9,309,Entity_0309,1.0,L2-ALL,-10356.75
2022,10,309,Entity_0309,1.0,L2-ALL,-10154.33
2022,11,309,Entity_0309,1.0,L2-ALL,-10989.36
2022,12,309,Entity_0309,1.0,L2-ALL,-10290.62
2022,1,311,Entity_0311,1.0,L2-ALL,-19338.7
2022,2,311,Entity_0311,1.0,L2-ALL,-14174.88
2022,3,311,Entity_0311,1.0,L2-ALL,-20043.91
2022,4,311,Entity_0311,1.0,L2-ALL,-19152.4
2022,5,311,Entity_0311,1.0,L2-ALL,-16327.73
2022,6,311,Entity_0311,1.0,L2-ALL,-16661.5
2022,7,311,Entity_0311,1.0,L2-ALL,-13487.45
2022,8,311,Entity_0311,1.0,L2-ALL,-11597.3
2022,9,311,Entity_0311,1.0,L2-ALL,-12456.0
2022,10,311,Entity_0311,1.0,L2-ALL,-11757.73
2022,11,311,Entity_0311,1.0,L2-ALL,-5693.98
2022,12,311,Entity_0311,1.0,L2-ALL,-10228.33
2022,1,315,Entity_0315,1.0,L2-ALL,-15739.87
2022,2,315,Entity_0315,1.0,L2-ALL,-15523.43
2022,3,315,Entity_0315,1.0,L2-ALL,-15893.05
2022,4,315,Entity_0315,1.0,L2-ALL,-15035.2
2022,5,315,Entity_0315,1.0,L2-ALL,-14294.16
2022,6,315,Entity_0315,1.0,L2-ALL,-13618.37
2022,7,315,Entity_0315,1.0,L2-ALL,-9636.56
2022,8,315,Entity_0315,1.0,L2-ALL,-9341.58
2022,9,315,Entity_0315,1.0,L2-ALL,-9088.26
2022,10,315,Entity_0315,1.0,L2-ALL,-7882.83
2022,11,315,Entity_0315,1.0,L2-ALL,-6754.67
2022,12,315,Entity_0315,1.0,L2-ALL,-4888.11
2022,1,316,Entity_0316,1.0,L2-ALL,-4914.36
2022,2,316,Entity_0316,1.0,L2-ALL,-5013.69
2022,3,316,Entity_0316,1.0,L2-ALL,-5079.71
2022,4,316,Entity_0316,1.0,L2-ALL,-4797.25
2022,5,316,Entity_0316,1.0,L2-ALL,-4580.64
2022,6,316,Entity_0316,1.0,L2-ALL,-4411.09
2022,7,316,Entity_0316,1.0,L2-ALL,-1723.42
2022,8,316,Entity_0316,1.0,L2-ALL,161.15
2022,9,316,Entity_0316,1.0,L2-ALL,-3279.66
2022,10,316,Entity_0316,1.0,L2-ALL,-3087.19
2022,11,316,Entity_0316,1.0,L2-ALL,-2573.36
2022,12,316,Entity_0316,1.0,L2-ALL,-2369.86
2022,1,318,Entity_0318,1.0,L2-ALL,-11449.14
2022,2,318,Entity_0318,1.0,L2-ALL,-11299.56
2022,3,318,Entity_0318,1.0,L2-ALL,-14940.0
2022,4,318,Entity_0318,1.0,L2-ALL,-7574.25
2022,5,318,Entity_0318,1.0,L2-ALL,-10496.96
2022,6,318,Entity_0318,1.0,L2-ALL,-6671.86
2022,7,318,Entity_0318,1.0,L2-ALL,-8981.3
2022,8,318,Entity_0318,1.0,L2-ALL,-7310.72
2022,9,318,Entity_0318,1.0,L2-ALL,-7574.74
2022,10,318,Entity_0318,1.0,L2-ALL,-6979.39
2022,11,318,Entity_0318,1.0,L2-ALL,-6170.05
2022,12,318,Entity_0318,1.0,L2-ALL,33022.45
2022,1,319,Entity_0319,1.0,L2-ALL,-17338.68
2022,2,319,Entity_0319,1.0,L2-ALL,-16437.23
2022,3,319,Entity_0319,1.0,L2-ALL,-17749.7
2022,4,319,Entity_0319,1.0,L2-ALL,-17166.12
2022,5,319,Entity_0319,1.0,L2-ALL,-16127.61
2022,6,319,Entity_0319,1.0,L2-ALL,-15523.02
2022,7,319,Entity_0319,1.0,L2-ALL,-10601.87
2022,8,319,Entity_0319,1.0,L2-ALL,-12943.71
2022,9,319,Entity_0319,1.0,L2-ALL,-11214.75
2022,10,319,Entity_0319,1.0,L2-ALL,-10532.94
2022,11,319,Entity_0319,1.0,L2-ALL,-9620.92
2022,12,319,Entity_0319,1.0,L2-ALL,-7693.34
2022,1,320,Entity_0320,1.0,L2-ALL,-10139.66
2022,2,320,Entity_0320,1.0,L2-ALL,-10153.07
2022,3,320,Entity_0320,1.0,L2-ALL,-11148.07
2022,4,320,Entity_0320,1.0,L2-ALL,-9708.84
2022,5,320,Entity_0320,1.0,L2-ALL,-10466.12
2022,6,320,Entity_0320,1.0,L2-ALL,-9559.2
2022,7,320,Entity_0320,1.0,L2-ALL,-7571.45
2022,8,320,Entity_0320,1.0,L2-ALL,-10200.82
2022,9,320,Entity_0320,1.0,L2-ALL,-10218.16
2022,10,320,Entity_0320,1.0,L2-ALL,-10446.51
2022,11,320,Entity_0320,1.0,L2-ALL,-10236.14
2022,12,320,Entity_0320,1.0,L2-ALL,-10442.93
2022,1,323,Entity_0323,1.0,L2-ALL,-17597.15
2022,2,323,Entity_0323,1.0,L2-ALL,-17667.19
2022,3,323,Entity_0323,1.0,L2-ALL,-18088.44
2022,4,323,Entity_0323,1.0,L2-ALL,-16640.88
2022,5,323,Entity_0323,1.0,L2-ALL,-16071.15
2022,6,323,Entity_0323,1.0,L2-ALL,-14883.44
2022,7,323,Entity_0323,1.0,L2-ALL,-12834.36
2022,8,323,Entity_0323,1.0,L2-ALL,-11053.69
2022,9,323,Entity_0323,1.0,L2-ALL,-8631.97
2022,10,323,Entity_0323,1.0,L2-ALL,-6675.83
2022,11,323,Entity_0323,1.0,L2-ALL,-6630.0
2022,12,323,Entity_0323,1.0,L2-ALL,-6131.96
2022,1,324,Entity_0324,1.0,L2-ALL,-2825.5
2022,2,324,Entity_0324,1.0,L2-ALL,-6926.91
2022,3,324,Entity_0324,1.0,L2-ALL,-7537.53
2022,4,324,Entity_0324,1.0,L2-ALL,-11474.23
2022,5,324,Entity_0324,1.0,L2-ALL,-2850.87
2022,6,324,Entity_0324,1.0,L2-ALL,-10688.71
2022,7,324,Entity_0324,1.0,L2-ALL,-1911.62
2022,8,324,Entity_0324,1.0,L2-ALL,-864.37
2022,9,324,Entity_0324,1.0,L2-ALL,-11438.83
2022,10,324,Entity_0324,1.0,L2-ALL,-3023.21
2022,11,324,Entity_0324,1.0,L2-ALL,-7209.14
2022,12,324,Entity_0324,1.0,L2-ALL,-19128.14
2022,1,329,Entity_0329,1.0,L2-ALL,-67359.96
2022,2,329,Entity_0329,1.0,L2-ALL,-114039.79
2022,3,329,Entity_0329,1.0,L2-ALL,-160056.62
2022,4,329,Entity_0329,1.0,L2-ALL,-106431.87
2022,5,329,Entity_0329,1.0,L2-ALL,-56627.51
2022,6,329,Entity_0329,1.0,L2-ALL,-146893.97
2022,7,329,Entity_0329,1.0,L2-ALL,-96671.62
2022,8,329,Entity_0329,1.0,L2-ALL,-86340.18
2022,9,329,Entity_0329,1.0,L2-ALL,-77811.5
2022,10,329,Entity_0329,1.0,L2-ALL,-81510.43
2022,11,329,Entity_0329,1.0,L2-ALL,-24485.77
2022,12,329,Entity_0329,1.0,L2-ALL,-59375.46
2022,1,334,Entity_0334,3.0,L2B,-41719.82
2022,2,334,Entity_0334,3.0,L2B,-41858.78
2022,3,334,Entity_0334,3.0,L2B,-41859.38
2022,4,334,Entity_0334,3.0,L2B,-45553.9
2022,5,334,Entity_0334,3.0,L2B,196335.82
2022,6,334,Entity_0334,3.0,L2B,-41896.12
2022,7,334,Entity_0334,3.0,L2B,-41896.12
2022,8,334,Entity_0334,3.0,L2B,-41937.82
2022,9,334,Entity_0334,3.0,L2B,-41979.6
2022,10,334,Entity_0334,3.0,L2B,182728.01
2022,11,334,Entity_0334,3.0,L2B,-49698.88
2022,12,334,Entity_0334,3.0,L2B,-473170.29
2022,1,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-15028.54
2022,1,338,ADMIN_ENTITY_0338,3.0,L2B,-18134.46
2022,2,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-5271.52
2022,2,338,ADMIN_ENTITY_0338,3.0,L2B,-17481.34
2022,3,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-9964.11
2022,3,338,ADMIN_ENTITY_0338,3.0,L2B,-17565.79
2022,4,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-16839.69
2022,4,338,ADMIN_ENTITY_0338,3.0,L2B,-19268.35
2022,5,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-5539.27
2022,5,338,ADMIN_ENTITY_0338,3.0,L2B,-18927.04
2022,6,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-6036.41
2022,6,338,ADMIN_ENTITY_0338,3.0,L2B,-18867.34
2022,7,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-25425.36
2022,7,338,ADMIN_ENTITY_0338,3.0,L2B,-22086.05
2022,8,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-10453.21
2022,8,338,ADMIN_ENTITY_0338,3.0,L2B,-25758.71
2022,9,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-18763.56
2022,9,338,ADMIN_ENTITY_0338,3.0,L2B,-48638.38
2022,10,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-14382.68
2022,10,338,ADMIN_ENTITY_0338,3.0,L2B,-3765.9
2022,11,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-9984.08
2022,11,338,ADMIN_ENTITY_0338,3.0,L2B,-27762.02
2022,12,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-19098.07
2022,12,338,ADMIN_ENTITY_0338,3.0,L2B,-44881.7
2022,1,343,Entity_0343,1.0,L2-ALL,-18762.83
2022,2,343,Entity_0343,1.0,L2-ALL,-20770.75
2022,3,343,Entity_0343,1.0,L2-ALL,-20956.39
2022,4,343,Entity_0343,1.0,L2-ALL,-17707.26
2022,5,343,Entity_0343,1.0,L2-ALL,-20315.18
2022,6,343,Entity_0343,1.0,L2-ALL,-22323.1
2022,7,343,Entity_0343,1.0,L2-ALL,-20315.18
2022,8,343,Entity_0343,1.0,L2-ALL,-17929.02
2022,9,343,Entity_0343,1.0,L2-ALL,-20315.18
2022,10,343,Entity_0343,1.0,L2-ALL,-18481.26
2022,11,343,Entity_0343,1.0,L2-ALL,-20315.18
2022,12,343,Entity_0343,1.0,L2-ALL,-22778.67
2022,1,349,Entity_0349,1.0,L2-ALL,-12933.75
2022,2,349,Entity_0349,1.0,L2-ALL,-11532.27
2022,3,349,Entity_0349,1.0,L2-ALL,-34641.69
2022,4,349,Entity_0349,1.0,L2-ALL,4823.15
2022,5,349,Entity_0349,1.0,L2-ALL,-13503.45
2022,6,349,Entity_0349,1.0,L2-ALL,-13186.6
2022,7,349,Entity_0349,1.0,L2-ALL,-7303.75
2022,8,349,Entity_0349,1.0,L2-ALL,-11139.34
2022,9,349,Entity_0349,1.0,L2-ALL,-9884.93
2022,10,349,Entity_0349,1.0,L2-ALL,-10137.61
2022,11,349,Entity_0349,1.0,L2-ALL,-8349.77
2022,12,349,Entity_0349,1.0,L2-ALL,21670.11
2022,1,353,Entity_0353,3.0,L2B,-22636.04
2022,2,353,Entity_0353,3.0,L2B,-21142.51
2022,3,353,Entity_0353,3.0,L2B,-22642.51
2022,4,353,Entity_0353,3.0,L2B,-18588.32
2022,5,353,Entity_0353,3.0,L2B,-6052.39
2022,6,353,Entity_0353,3.0,L2B,-8800.21
2022,7,353,Entity_0353,3.0,L2B,1705.32
2022,8,353,Entity_0353,3.0,L2B,-3094.75
2022,9,353,Entity_0353,3.0,L2B,-3220.78
2022,10,353,Entity_0353,3.0,L2B,291.75
2022,11,353,Entity_0353,3.0,L2B,2053.15
2022,12,353,Entity_0353,3.0,L2B,4577.29
2022,1,354,Entity_0354,4.0,LJL,10005.99
2022,2,354,Entity_0354,4.0,LJL,33141.81
2022,3,354,Entity_0354,4.0,LJL,46626.47
2022,4,354,Entity_0354,4.0,LJL,7093.27
2022,5,354,Entity_0354,4.0,LJL,11240.09
2022,6,354,Entity_0354,4.0,LJL,7655.06
2022,7,354,Entity_0354,4.0,LJL,28568.31
2022,8,354,Entity_0354,4.0,LJL,18106.67
2022,9,354,Entity_0354,4.0,LJL,12779.97
2022,10,354,Entity_0354,4.0,LJL,21225.43
2022,11,354,Entity_0354,4.0,LJL,12503.62
2022,12,354,Entity_0354,4.0,LJL,12758.88
2022,1,355,Entity_0355,3.0,L2B,-40487.27
2022,2,355,Entity_0355,3.0,L2B,-33813.81
2022,3,355,Entity_0355,3.0,L2B,-38744.81
2022,4,355,Entity_0355,3.0,L2B,-40031.55
2022,5,355,Entity_0355,3.0,L2B,-11144.27
2022,6,355,Entity_0355,3.0,L2B,-15267.51
2022,7,355,Entity_0355,3.0,L2B,-564.33
2022,8,355,Entity_0355,3.0,L2B,-4869.42
2022,9,355,Entity_0355,3.0,L2B,-5099.11
2022,10,355,Entity_0355,3.0,L2B,1302.41
2022,11,355,Entity_0355,3.0,L2B,4515.54
2022,12,355,Entity_0355,3.0,L2B,8531.03
2022,1,357,Entity_0357,3.0,L2B,-35793.77
2022,2,357,Entity_0357,3.0,L2B,-43220.68
2022,3,357,Entity_0357,3.0,L2B,-43220.67
2022,4,357,Entity_0357,3.0,L2B,-42413.63
2022,5,357,Entity_0357,3.0,L2B,-17892.15
2022,6,357,Entity_0357,3.0,L2B,-15973.61
2022,7,357,Entity_0357,3.0,L2B,-16810.13
2022,8,357,Entity_0357,3.0,L2B,-10671.47
2022,9,357,Entity_0357,3.0,L2B,2598.9
2022,10,357,Entity_0357,3.0,L2B,31182.33
2022,11,357,Entity_0357,3.0,L2B,-46547.4
2022,12,357,Entity_0357,3.0,L2B,33701.46
2022,1,360,Entity_0360,3.0,L2B,-25135.72
2022,2,360,Entity_0360,3.0,L2B,-25140.99
2022,3,360,Entity_0360,3.0,L2B,-25140.99
2022,4,360,Entity_0360,3.0,L2B,-24911.11
2022,5,360,Entity_0360,3.0,L2B,-10424.55
2022,6,360,Entity_0360,3.0,L2B,-12621.85
2022,7,360,Entity_0360,3.0,L2B,1374.44
2022,8,360,Entity_0360,3.0,L2B,-7461.76
2022,9,360,Entity_0360,3.0,L2B,-7575.75
2022,10,360,Entity_0360,3.0,L2B,-4398.97
2022,11,360,Entity_0360,3.0,L2B,-2576.38
2022,12,360,Entity_0360,3.0,L2B,-811.74
2022,1,361,Entity_0361,3.0,L2B,-25989.24
2022,2,361,Entity_0361,3.0,L2B,-25993.97
2022,3,361,Entity_0361,3.0,L2B,-25993.97
2022,4,361,Entity_0361,3.0,L2B,-25756.36
2022,5,361,Entity_0361,3.0,L2B,-10791.96
2022,6,361,Entity_0361,3.0,L2B,-13053.17
2022,7,361,Entity_0361,3.0,L2B,3685.87
2022,8,361,Entity_0361,3.0,L2B,-7719.28
2022,9,361,Entity_0361,3.0,L2B,-7837.1
2022,10,361,Entity_0361,3.0,L2B,-4553.32
2022,11,361,Entity_0361,3.0,L2B,-2684.53
2022,12,361,Entity_0361,3.0,L2B,-845.27
2022,1,362,Entity_0362,3.0,L2B,-23193.98
2022,2,362,Entity_0362,3.0,L2B,-23198.25
2022,3,362,Entity_0362,3.0,L2B,-23198.25
2022,4,362,Entity_0362,3.0,L2B,-22998.54
2022,5,362,Entity_0362,3.0,L2B,-10373.87
2022,6,362,Entity_0362,3.0,L2B,-12322.16
2022,7,362,Entity_0362,3.0,L2B,328.09
2022,8,362,Entity_0362,3.0,L2B,-8501.79
2022,9,362,Entity_0362,3.0,L2B,-8600.81
2022,10,362,Entity_0362,3.0,L2B,-5840.97
2022,11,362,Entity_0362,3.0,L2B,-4198.4
2022,12,362,Entity_0362,3.0,L2B,-2724.54
2022,1,363,Entity_0363,3.0,L2B,-14192.25
2022,2,363,Entity_0363,3.0,L2B,-14196.79
2022,3,363,Entity_0363,3.0,L2B,-14196.79
2022,4,363,Entity_0363,3.0,L2B,-14066.79
2022,5,363,Entity_0363,3.0,L2B,-5742.55
2022,6,363,Entity_0363,3.0,L2B,-7115.7
2022,7,363,Entity_0363,3.0,L2B,4336.6
2022,8,363,Entity_0363,3.0,L2B,-4197.04
2022,9,363,Entity_0363,3.0,L2B,-4261.52
2022,10,363,Entity_0363,3.0,L2B,-2464.66
2022,11,363,Entity_0363,3.0,L2B,-1237.89
2022,12,363,Entity_0363,3.0,L2B,-435.65
2022,1,364,Entity_0364,1.0,L2-ALL,-9795.39
2022,2,364,Entity_0364,1.0,L2-ALL,-18933.36
2022,3,364,Entity_0364,1.0,L2-ALL,-1203.35
2022,4,364,Entity_0364,1.0,L2-ALL,-7059.95
2022,5,364,Entity_0364,1.0,L2-ALL,-6751.06
2022,6,364,Entity_0364,1.0,L2-ALL,-6632.12
2022,7,364,Entity_0364,1.0,L2-ALL,-2861.22
2022,8,364,Entity_0364,1.0,L2-ALL,-5474.19
2022,9,364,Entity_0364,1.0,L2-ALL,-4602.47
2022,10,364,Entity_0364,1.0,L2-ALL,-4907.61
2022,11,364,Entity_0364,1.0,L2-ALL,-3867.5
2022,12,364,Entity_0364,1.0,L2-ALL,15594.52
2022,1,369,Entity_0369,1.0,L2-ALL,-5516.13
2022,2,369,Entity_0369,1.0,L2-ALL,-5421.32
2022,3,369,Entity_0369,1.0,L2-ALL,-5817.93
2022,4,369,Entity_0369,1.0,L2-ALL,-5212.25
2022,5,369,Entity_0369,1.0,L2-ALL,-6531.16
2022,6,369,Entity_0369,1.0,L2-ALL,-1395.74
2022,7,369,Entity_0369,1.0,L2-ALL,-4915.24
2022,8,369,Entity_0369,1.0,L2-ALL,-3352.45
2022,9,369,Entity_0369,1.0,L2-ALL,-3188.09
2022,10,369,Entity_0369,1.0,L2-ALL,-2454.22
2022,11,369,Entity_0369,1.0,L2-ALL,-148.28
2022,12,369,Entity_0369,1.0,L2-ALL,-2078.33
2022,1,370,Entity_0370,3.0,L2B,-91794.3
2022,2,370,Entity_0370,3.0,L2B,-92453.01
2022,3,370,Entity_0370,3.0,L2B,-90557.16
2022,4,370,Entity_0370,3.0,L2B,-72126.25
2022,5,370,Entity_0370,3.0,L2B,-42624.31
2022,6,370,Entity_0370,3.0,L2B,-36923.39
2022,7,370,Entity_0370,3.0,L2B,-41644.31
2022,8,370,Entity_0370,3.0,L2B,-29861.05
2022,9,370,Entity_0370,3.0,L2B,-27503.96
2022,10,370,Entity_0370,3.0,L2B,-13246.42
2022,11,370,Entity_0370,3.0,L2B,-17446.38
2022,12,370,Entity_0370,3.0,L2B,-133451.59
2022,2,371,Entity_0371,1.0,L2-ALL,-27500.0
2022,3,371,Entity_0371,1.0,L2-ALL,-13750.0
2022,4,371,Entity_0371,1.0,L2-ALL,-13200.0
2022,5,371,Entity_0371,1.0,L2-ALL,-13475.0
2022,6,371,Entity_0371,1.0,L2-ALL,-13630.0
2022,7,371,Entity_0371,1.0,L2-ALL,-13175.0
2022,8,371,Entity_0371,1.0,L2-ALL,-13750.0
2022,9,371,Entity_0371,1.0,L2-ALL,-13750.0
2022,10,371,Entity_0371,1.0,L2-ALL,-12650.0
2022,11,371,Entity_0371,1.0,L2-ALL,-13200.0
2022,12,371,Entity_0371,1.0,L2-ALL,-12925.0
2022,2,372,Entity_0372,1.0,L2-ALL,-22095.36
2022,3,372,Entity_0372,1.0,L2-ALL,-11047.68
2022,4,372,Entity_0372,1.0,L2-ALL,-10181.02
2022,5,372,Entity_0372,1.0,L2-ALL,-10614.35
2022,6,372,Entity_0372,1.0,L2-ALL,-10844.68
2022,7,372,Entity_0372,1.0,L2-ALL,-10314.35
2022,8,372,Entity_0372,1.0,L2-ALL,-11047.68
2022,9,372,Entity_0372,1.0,L2-ALL,-11047.68
2022,10,372,Entity_0372,1.0,L2-ALL,-9314.36
2022,11,372,Entity_0372,1.0,L2-ALL,-10181.02
2022,12,372,Entity_0372,1.0,L2-ALL,-9747.69
2022,7,374,Entity_0374,1.0,L2-ALL,-359114.25
2022,7,374,Entity_0374,3.0,L2B,-223414.85
2022,8,374,Entity_0374,1.0,L2-ALL,-362345.3
2022,8,374,Entity_0374,3.0,L2B,-3136.87
2022,9,374,Entity_0374,1.0,L2-ALL,-97539.99
2022,9,374,Entity_0374,3.0,L2B,-15004.63
2022,10,374,Entity_0374,1.0,L2-ALL,-38552.59
2022,10,374,Entity_0374,3.0,L2B,-3136.87
2022,11,374,Entity_0374,1.0,L2-ALL,-267606.44
2022,11,374,Entity_0374,3.0,L2B,-17326.81
2022,12,374,Entity_0374,1.0,L2-ALL,-42799.57
2022,12,374,Entity_0374,3.0,L2B,-12505.26
2022,3,375,Entity_0375,1.0,L2-ALL,188894.58
2022,4,375,Entity_0375,1.0,L2-ALL,-14188.74
2022,5,375,Entity_0375,1.0,L2-ALL,2990.11
2022,6,375,Entity_0375,1.0,L2-ALL,-13931.41
2022,7,375,Entity_0375,1.0,L2-ALL,-14425.86
2022,8,375,Entity_0375,1.0,L2-ALL,-3552.31
2022,9,375,Entity_0375,1.0,L2-ALL,-4350.66
2022,10,375,Entity_0375,1.0,L2-ALL,-11224.21
2022,11,375,Entity_0375,1.0,L2-ALL,-3765.93
2022,12,375,Entity_0375,1.0,L2-ALL,-9734.98
2022,3,376,Entity_0376,1.0,L2-ALL,6022.52
2022,4,376,Entity_0376,1.0,L2-ALL,-19002.78
2022,5,376,Entity_0376,1.0,L2-ALL,-9312.52
2022,6,376,Entity_0376,1.0,L2-ALL,32687.04
2022,7,376,Entity_0376,1.0,L2-ALL,-12413.28
2022,8,376,Entity_0376,1.0,L2-ALL,-11069.51
2022,9,376,Entity_0376,1.0,L2-ALL,-9311.03
2022,10,376,Entity_0376,1.0,L2-ALL,-9851.96
2022,11,376,Entity_0376,1.0,L2-ALL,-8292.67
2022,12,376,Entity_0376,1.0,L2-ALL,-6785.5
2022,3,378,Entity_0378,3.0,L2B,4449.84
2022,4,378,Entity_0378,3.0,L2B,-16474.2
2022,5,378,Entity_0378,3.0,L2B,-13667.1
2022,6,378,Entity_0378,3.0,L2B,-10163.59
2022,7,378,Entity_0378,3.0,L2B,41036.21
2022,8,378,Entity_0378,3.0,L2B,-8249.17
2022,9,378,Entity_0378,3.0,L2B,-3869.42
2022,10,378,Entity_0378,3.0,L2B,-1950.84
2022,11,378,Entity_0378,3.0,L2B,1026.53
2022,12,378,Entity_0378,3.0,L2B,-128352.67
2022,5,381,Entity_0381,3.0,L2B,-19065.37
2022,6,381,Entity_0381,3.0,L2B,-28417.38
2022,7,381,Entity_0381,3.0,L2B,-19945.02
2022,8,381,Entity_0381,3.0,L2B,-9325.89
2022,9,381,Entity_0381,3.0,L2B,-8070.13
2022,10,381,Entity_0381,3.0,L2B,33481.62
2022,11,381,Entity_0381,3.0,L2B,-2450.6
2022,12,381,Entity_0381,3.0,L2B,-10642.48
2022,6,383,Entity_0383,1.0,L2-ALL,460408.94
2022,7,383,Entity_0383,1.0,L2-ALL,-152017.22
2022,8,383,Entity_0383,1.0,L2-ALL,-83130.81
2022,9,383,Entity_0383,1.0,L2-ALL,-59187.83
2022,10,383,Entity_0383,1.0,L2-ALL,-69543.67
2022,11,383,Entity_0383,1.0,L2-ALL,16713.56
2022,12,383,Entity_0383,1.0,L2-ALL,4592527.22
2022,6,385,Entity_0385,3.0,L2B,-13878.88
2022,7,385,Entity_0385,3.0,L2B,-28401.81
2022,8,385,Entity_0385,3.0,L2B,-9335.82
2022,9,385,Entity_0385,3.0,L2B,-9641.36
2022,10,385,Entity_0385,3.0,L2B,-1125.86
2022,11,385,Entity_0385,3.0,L2B,2550.98
2022,12,385,Entity_0385,3.0,L2B,8489.89
2022,7,388,Entity_0388,1.0,L2-ALL,-6624.97
2022,8,388,Entity_0388,1.0,L2-ALL,-15872.29
2022,9,388,Entity_0388,1.0,L2-ALL,-7285.27
2022,10,388,Entity_0388,1.0,L2-ALL,-7297.21
2022,11,388,Entity_0388,1.0,L2-ALL,-6735.95
2022,12,388,Entity_0388,1.0,L2-ALL,-5575.93
2022,7,389,Entity_0389,1.0,L2-ALL,-8079.7
2022,8,389,Entity_0389,1.0,L2-ALL,-7894.73
2022,9,389,Entity_0389,1.0,L2-ALL,-6822.23
2022,10,389,Entity_0389,1.0,L2-ALL,-6911.12
2022,11,389,Entity_0389,1.0,L2-ALL,-5895.31
2022,12,389,Entity_0389,1.0,L2-ALL,-3937.88
2022,7,390,Entity_0390,1.0,L2-ALL,-1691.12
2022,8,390,Entity_0390,1.0,L2-ALL,-3923.32
2022,9,390,Entity_0390,1.0,L2-ALL,-9614.97
2022,10,390,Entity_0390,1.0,L2-ALL,2499.11
2022,11,390,Entity_0390,1.0,L2-ALL,-3278.57
2022,12,390,Entity_0390,1.0,L2-ALL,-2647.36
2022,7,391,Entity_0391,1.0,L2-ALL,-8665.63
2022,8,391,Entity_0391,1.0,L2-ALL,-10033.35
2022,9,391,Entity_0391,1.0,L2-ALL,-8960.85
2022,10,391,Entity_0391,1.0,L2-ALL,-9049.75
2022,11,391,Entity_0391,1.0,L2-ALL,-8033.93
2022,12,391,Entity_0391,1.0,L2-ALL,-6076.5
2022,7,392,Entity_0392,1.0,L2-ALL,-4826.1
2022,8,392,Entity_0392,1.0,L2-ALL,-5524.34
2022,9,392,Entity_0392,1.0,L2-ALL,-4729.62
2022,10,392,Entity_0392,1.0,L2-ALL,-4769.59
2022,11,392,Entity_0392,1.0,L2-ALL,-4042.78
2022,12,392,Entity_0392,1.0,L2-ALL,-2592.33
2022,7,393,Entity_0393,1.0,L2-ALL,-9055.91
2022,8,393,Entity_0393,1.0,L2-ALL,-8444.55
2022,9,393,Entity_0393,1.0,L2-ALL,-6966.36
2022,10,393,Entity_0393,1.0,L2-ALL,-7125.25
2022,11,393,Entity_0393,1.0,L2-ALL,-5696.02
2022,12,393,Entity_0393,1.0,L2-ALL,171.62
2022,7,395,Entity_0395,1.0,L2-ALL,-2992.07
2022,8,395,Entity_0395,1.0,L2-ALL,-5669.41
2022,9,395,Entity_0395,1.0,L2-ALL,-13879.71
2022,10,395,Entity_0395,1.0,L2-ALL,3546.8
2022,11,395,Entity_0395,1.0,L2-ALL,-4743.44
2022,12,395,Entity_0395,1.0,L2-ALL,-3836.91
2022,7,396,Entity_0396,1.0,L2-ALL,-10778.51
2022,8,396,Entity_0396,1.0,L2-ALL,-6166.06
2022,9,396,Entity_0396,1.0,L2-ALL,-7874.84
2022,10,396,Entity_0396,1.0,L2-ALL,-7663.57
2022,11,396,Entity_0396,1.0,L2-ALL,-5367.29
2022,12,396,Entity_0396,1.0,L2-ALL,-1933.52
2022,7,397,Entity_0397,3.0,L2B,-3737.37
2022,8,397,Entity_0397,3.0,L2B,-16486.18
2022,9,397,Entity_0397,3.0,L2B,-16820.31
2022,10,397,Entity_0397,3.0,L2B,-8114.37
2022,11,397,Entity_0397,3.0,L2B,-4318.26
2022,12,397,Entity_0397,3.0,L2B,1652.54
2022,7,398,Entity_0398,3.0,L2B,78574.54
2022,8,398,Entity_0398,3.0,L2B,60768.05
2022,9,398,Entity_0398,3.0,L2B,-27124.61
2022,10,398,Entity_0398,3.0,L2B,-19536.7
2022,11,398,Entity_0398,3.0,L2B,-17459.58
2022,12,398,Entity_0398,3.0,L2B,-172957.99
2022,7,399,Entity_0399,1.0,L2-ALL,-6180.8
2022,8,399,Entity_0399,1.0,L2-ALL,-17546.83
2022,9,399,Entity_0399,1.0,L2-ALL,-11040.41
