YEARID,MONTHID,ENTERPRISEID,ENTEPRISENAME,PORTFOLIOID,PORTFOLIONAME,NETINCOME
2022,3,11,Entity_0011,1.0,L2-ALL,-13182.56
2022,4,11,Entity_0011,1.0,L2-ALL,-12615.68
2022,5,11,Entity_0011,1.0,L2-ALL,-12680.52
2022,6,11,Entity_0011,1.0,L2-ALL,-12238.58
2022,7,11,Entity_0011,1.0,L2-ALL,-9860.56
2022,8,11,Entity_0011,1.0,L2-ALL,-11411.59
2022,9,11,Entity_0011,1.0,L2-ALL,-12672.89
2022,10,11,Entity_0011,1.0,L2-ALL,-12874.79
2022,11,11,Entity_0011,1.0,L2-ALL,-12471.08
2022,12,11,Entity_0011,1.0,L2-ALL,-12897.29
2022,1,19,Entity_0019,1.0,L2-ALL,-13876.14
2022,2,19,Entity_0019,1.0,L2-ALL,-13888.97
2022,3,19,Entity_0019,1.0,L2-ALL,-14512.06
2022,4,19,Entity_0019,1.0,L2-ALL,-202280.1
2022,5,19,Entity_0019,1.0,L2-ALL,37764.41
2022,6,19,Entity_0019,1.0,L2-ALL,-17000.0
2022,7,19,Entity_0019,1.0,L2-ALL,-18147.83
2022,8,19,Entity_0019,1.0,L2-ALL,-11566.04
2022,9,19,Entity_0019,1.0,L2-ALL,-11332.98
2022,10,19,Entity_0019,1.0,L2-ALL,-11347.51
2022,11,19,Entity_0019,1.0,L2-ALL,-10052.94
2022,12,19,Entity_0019,1.0,L2-ALL,-8761.79
2022,1,20,Entity_0020,1.0,L2-ALL,-8730.13
2022,2,20,Entity_0020,1.0,L2-ALL,-9303.91
2022,3,20,Entity_0020,1.0,L2-ALL,-9996.57
2022,4,20,Entity_0020,1.0,L2-ALL,-9330.54
2022,5,20,Entity_0020,1.0,L2-ALL,-9568.73
2022,6,20,Entity_0020,1.0,L2-ALL,-9355.78
2022,7,20,Entity_0020,1.0,L2-ALL,-9593.25
2022,8,20,Entity_0020,1.0,L2-ALL,-8131.2
2022,9,20,Entity_0020,1.0,L2-ALL,-9393.58
2022,10,20,Entity_0020,1.0,L2-ALL,-9629.96
2022,11,20,Entity_0020,1.0,L2-ALL,-9349.25
2022,12,20,Entity_0020,1.0,L2-ALL,-9654.88
2022,1,21,Entity_0021,1.0,L2-ALL,-12054.25
2022,2,21,Entity_0021,1.0,L2-ALL,-13748.26
2022,3,21,Entity_0021,1.0,L2-ALL,-13605.84
2022,4,21,Entity_0021,1.0,L2-ALL,-13774.0
2022,5,21,Entity_0021,1.0,L2-ALL,-13999.19
2022,6,21,Entity_0021,1.0,L2-ALL,-13798.78
2022,7,21,Entity_0021,1.0,L2-ALL,-14023.24
2022,8,21,Entity_0021,1.0,L2-ALL,-13823.69
2022,9,21,Entity_0021,1.0,L2-ALL,-13835.92
2022,10,21,Entity_0021,1.0,L2-ALL,-14059.27
2022,11,21,Entity_0021,1.0,L2-ALL,-13861.01
2022,12,21,Entity_0021,1.0,L2-ALL,-14083.61
2022,1,22,Entity_0022,1.0,L2-ALL,-14017.79
2022,2,22,Entity_0022,1.0,L2-ALL,-10436.35
2022,3,22,Entity_0022,1.0,L2-ALL,-13003.41
2022,4,22,Entity_0022,1.0,L2-ALL,796.05
2022,5,22,Entity_0022,1.0,L2-ALL,-21637.42
2022,6,22,Entity_0022,1.0,L2-ALL,-20893.58
2022,7,22,Entity_0022,1.0,L2-ALL,-19751.48
2022,8,22,Entity_0022,1.0,L2-ALL,-17038.89
2022,9,22,Entity_0022,1.0,L2-ALL,-15496.34
2022,10,22,Entity_0022,1.0,L2-ALL,-14504.13
2022,11,22,Entity_0022,1.0,L2-ALL,-11783.95
2022,12,22,Entity_0022,1.0,L2-ALL,-9351.15
2022,1,23,Entity_0023,1.0,L2-ALL,-13111.71
2022,2,23,Entity_0023,1.0,L2-ALL,-13260.6
2022,3,23,Entity_0023,1.0,L2-ALL,-13918.37
2022,4,23,Entity_0023,1.0,L2-ALL,-5635.02
2022,5,23,Entity_0023,1.0,L2-ALL,-18173.38
2022,6,23,Entity_0023,1.0,L2-ALL,-18110.53
2022,7,23,Entity_0023,1.0,L2-ALL,-17329.73
2022,8,23,Entity_0023,1.0,L2-ALL,-16399.46
2022,9,23,Entity_0023,1.0,L2-ALL,-11689.75
2022,10,23,Entity_0023,1.0,L2-ALL,-13093.18
2022,11,23,Entity_0023,1.0,L2-ALL,-13833.29
2022,12,23,Entity_0023,1.0,L2-ALL,-12840.28
2022,1,24,Entity_0024,1.0,L2-ALL,-11073.75
2022,2,24,Entity_0024,1.0,L2-ALL,-10632.15
2022,3,24,Entity_0024,1.0,L2-ALL,-11672.34
2022,4,24,Entity_0024,1.0,L2-ALL,461.13
2022,5,24,Entity_0024,1.0,L2-ALL,-18011.89
2022,6,24,Entity_0024,1.0,L2-ALL,-17813.04
2022,7,24,Entity_0024,1.0,L2-ALL,-16669.32
2022,8,24,Entity_0024,1.0,L2-ALL,-15306.65
2022,9,24,Entity_0024,1.0,L2-ALL,-13110.19
2022,10,24,Entity_0024,1.0,L2-ALL,-11044.62
2022,11,24,Entity_0024,1.0,L2-ALL,-11650.26
2022,12,24,Entity_0024,1.0,L2-ALL,-10093.16
2022,1,25,Entity_0025,1.0,L2-ALL,-13761.23
2022,2,25,Entity_0025,1.0,L2-ALL,-13382.62
2022,3,25,Entity_0025,1.0,L2-ALL,-14382.28
2022,4,25,Entity_0025,1.0,L2-ALL,-1793.5
2022,5,25,Entity_0025,1.0,L2-ALL,-6240.11
2022,6,25,Entity_0025,1.0,L2-ALL,-20753.41
2022,7,25,Entity_0025,1.0,L2-ALL,-19566.77
2022,8,25,Entity_0025,1.0,L2-ALL,-18272.97
2022,9,25,Entity_0025,1.0,L2-ALL,-15946.71
2022,10,25,Entity_0025,1.0,L2-ALL,-13777.91
2022,11,25,Entity_0025,1.0,L2-ALL,-14359.37
2022,12,25,Entity_0025,1.0,L2-ALL,-12743.84
2022,1,26,Entity_0026,1.0,L2-ALL,-7619.15
2022,2,26,Entity_0026,1.0,L2-ALL,-7292.87
2022,3,26,Entity_0026,1.0,L2-ALL,-8028.61
2022,4,26,Entity_0026,1.0,L2-ALL,270.74
2022,5,26,Entity_0026,1.0,L2-ALL,-12292.25
2022,6,26,Entity_0026,1.0,L2-ALL,-12228.84
2022,7,26,Entity_0026,1.0,L2-ALL,-11446.53
2022,8,26,Entity_0026,1.0,L2-ALL,-10514.46
2022,9,26,Entity_0026,1.0,L2-ALL,-9059.95
2022,10,26,Entity_0026,1.0,L2-ALL,-8454.22
2022,11,26,Entity_0026,1.0,L2-ALL,-7943.48
2022,12,26,Entity_0026,1.0,L2-ALL,-5638.42
2022,1,27,Entity_0027,1.0,L2-ALL,-14410.37
2022,2,27,Entity_0027,1.0,L2-ALL,-13639.84
2022,3,27,Entity_0027,1.0,L2-ALL,-5901.39
2022,4,27,Entity_0027,1.0,L2-ALL,9532.49
2022,5,27,Entity_0027,1.0,L2-ALL,-13110.29
2022,6,27,Entity_0027,1.0,L2-ALL,-12361.64
2022,7,27,Entity_0027,1.0,L2-ALL,-10067.74
2022,8,27,Entity_0027,1.0,L2-ALL,-7432.0
2022,9,27,Entity_0027,1.0,L2-ALL,-6208.57
2022,10,27,Entity_0027,1.0,L2-ALL,-5910.44
2022,11,27,Entity_0027,1.0,L2-ALL,-7077.61
2022,12,27,Entity_0027,1.0,L2-ALL,-5757.61
2022,1,28,Entity_0028,1.0,L2-ALL,-10610.9
2022,2,28,Entity_0028,1.0,L2-ALL,-10618.72
2022,3,28,Entity_0028,1.0,L2-ALL,-11040.61
2022,4,28,Entity_0028,1.0,L2-ALL,-156196.05
2022,5,28,Entity_0028,1.0,L2-ALL,-9409.29
2022,6,28,Entity_0028,1.0,L2-ALL,30559.11
2022,7,28,Entity_0028,1.0,L2-ALL,-12461.92
2022,8,28,Entity_0028,1.0,L2-ALL,-8494.47
2022,9,28,Entity_0028,1.0,L2-ALL,-7046.42
2022,10,28,Entity_0028,1.0,L2-ALL,-6636.96
2022,11,28,Entity_0028,1.0,L2-ALL,-5679.07
2022,12,28,Entity_0028,1.0,L2-ALL,-4299.06
2022,1,29,Entity_0029,1.0,L2-ALL,-8451.57
2022,2,29,Entity_0029,1.0,L2-ALL,-8464.32
2022,3,29,Entity_0029,1.0,L2-ALL,-8881.77
2022,4,29,Entity_0029,1.0,L2-ALL,-152512.47
2022,5,29,Entity_0029,1.0,L2-ALL,-8079.65
2022,6,29,Entity_0029,1.0,L2-ALL,33234.43
2022,7,29,Entity_0029,1.0,L2-ALL,-11552.81
2022,8,29,Entity_0029,1.0,L2-ALL,-8331.34
2022,9,29,Entity_0029,1.0,L2-ALL,-7269.25
2022,10,29,Entity_0029,1.0,L2-ALL,-6823.1
2022,11,29,Entity_0029,1.0,L2-ALL,-5975.32
2022,12,29,Entity_0029,1.0,L2-ALL,-5087.99
2022,1,30,Entity_0030,4.0,LJL,9226.52
2022,2,30,Entity_0030,4.0,LJL,12741.89
2022,3,30,Entity_0030,4.0,LJL,48005.36
2022,4,30,Entity_0030,4.0,LJL,1895.56
2022,5,30,Entity_0030,4.0,LJL,9561.49
2022,6,30,Entity_0030,4.0,LJL,7779.66
2022,7,30,Entity_0030,4.0,LJL,9565.96
2022,8,30,Entity_0030,4.0,LJL,7619.66
2022,9,30,Entity_0030,4.0,LJL,9776.42
2022,10,30,Entity_0030,4.0,LJL,7480.96
2022,11,30,Entity_0030,4.0,LJL,71963.83
2022,12,30,Entity_0030,4.0,LJL,7480.96
2022,1,32,Entity_0032,1.0,L2-ALL,-18655.01
2022,2,32,Entity_0032,1.0,L2-ALL,-18655.01
2022,3,32,Entity_0032,1.0,L2-ALL,-18668.45
2022,4,32,Entity_0032,1.0,L2-ALL,-17669.56
2022,5,32,Entity_0032,1.0,L2-ALL,-19012.8
2022,6,32,Entity_0032,1.0,L2-ALL,-15734.76
2022,7,32,Entity_0032,1.0,L2-ALL,-14779.06
2022,8,32,Entity_0032,1.0,L2-ALL,-18690.98
2022,9,32,Entity_0032,1.0,L2-ALL,-18151.18
2022,10,32,Entity_0032,1.0,L2-ALL,-17210.3
2022,11,32,Entity_0032,1.0,L2-ALL,-16004.4
2022,12,32,Entity_0032,1.0,L2-ALL,-13911.8
2022,1,34,Entity_0034,1.0,L2-ALL,-19090.2
2022,2,34,Entity_0034,1.0,L2-ALL,-19110.51
2022,3,34,Entity_0034,1.0,L2-ALL,-19426.18
2022,4,34,Entity_0034,1.0,L2-ALL,-19130.89
2022,5,34,Entity_0034,1.0,L2-ALL,-19475.94
2022,6,34,Entity_0034,1.0,L2-ALL,-19130.89
2022,7,34,Entity_0034,1.0,L2-ALL,-16395.12
2022,8,34,Entity_0034,1.0,L2-ALL,-17880.89
2022,9,34,Entity_0034,1.0,L2-ALL,-18754.02
2022,10,34,Entity_0034,1.0,L2-ALL,-19475.94
2022,11,34,Entity_0034,1.0,L2-ALL,-19130.89
2022,12,34,Entity_0034,1.0,L2-ALL,-29827.5
2022,1,35,Entity_0035,1.0,L2-ALL,-15082.75
2022,2,35,Entity_0035,1.0,L2-ALL,-15107.64
2022,3,35,Entity_0035,1.0,L2-ALL,-10812.35
2022,4,35,Entity_0035,1.0,L2-ALL,-15162.16
2022,5,35,Entity_0035,1.0,L2-ALL,-16314.07
2022,6,35,Entity_0035,1.0,L2-ALL,-15219.85
2022,7,35,Entity_0035,1.0,L2-ALL,-15774.32
2022,8,35,Entity_0035,1.0,L2-ALL,-12901.45
2022,9,35,Entity_0035,1.0,L2-ALL,-13348.71
2022,10,35,Entity_0035,1.0,L2-ALL,-15870.32
2022,11,35,Entity_0035,1.0,L2-ALL,-15127.15
2022,12,35,Entity_0035,1.0,L2-ALL,-15935.69
2022,1,41,Entity_0041,1.0,L2-ALL,-26668.23
2022,2,41,Entity_0041,1.0,L2-ALL,-34985.31
2022,3,41,Entity_0041,1.0,L2-ALL,-38012.47
2022,4,41,Entity_0041,1.0,L2-ALL,-86356.78
2022,5,41,Entity_0041,1.0,L2-ALL,28393.36
2022,6,41,Entity_0041,1.0,L2-ALL,-43310.32
2022,7,41,Entity_0041,1.0,L2-ALL,-39100.73
2022,8,41,Entity_0041,1.0,L2-ALL,-28250.17
2022,9,41,Entity_0041,1.0,L2-ALL,-95592.25
2022,10,41,Entity_0041,1.0,L2-ALL,13273.79
2022,11,41,Entity_0041,1.0,L2-ALL,-38931.86
2022,12,41,Entity_0041,1.0,L2-ALL,155511.15
2022,1,43,Entity_0043,1.0,L2-ALL,-11586.52
2022,2,43,Entity_0043,1.0,L2-ALL,-12660.75
2022,3,43,Entity_0043,1.0,L2-ALL,-12676.82
2022,4,43,Entity_0043,1.0,L2-ALL,-12167.03
2022,5,43,Entity_0043,1.0,L2-ALL,-12183.14
2022,6,43,Entity_0043,1.0,L2-ALL,-10773.59
2022,7,43,Entity_0043,1.0,L2-ALL,-12389.86
2022,8,43,Entity_0043,1.0,L2-ALL,-8308.51
2022,9,43,Entity_0043,1.0,L2-ALL,-12249.35
2022,10,43,Entity_0043,1.0,L2-ALL,-12093.63
2022,11,43,Entity_0043,1.0,L2-ALL,-12416.08
2022,12,43,Entity_0043,1.0,L2-ALL,60690.68
2022,1,44,Entity_0044,1.0,L2-ALL,-10141.39
2022,2,44,Entity_0044,1.0,L2-ALL,-13127.31
2022,3,44,Entity_0044,1.0,L2-ALL,-13145.21
2022,4,44,Entity_0044,1.0,L2-ALL,-12577.21
2022,5,44,Entity_0044,1.0,L2-ALL,-12595.16
2022,6,44,Entity_0044,1.0,L2-ALL,-11207.35
2022,7,44,Entity_0044,1.0,L2-ALL,-11591.48
2022,8,44,Entity_0044,1.0,L2-ALL,-11559.26
2022,9,44,Entity_0044,1.0,L2-ALL,-12668.92
2022,10,44,Entity_0044,1.0,L2-ALL,-12495.42
2022,11,44,Entity_0044,1.0,L2-ALL,-12878.53
2022,12,44,Entity_0044,1.0,L2-ALL,71649.75
2022,1,46,Entity_0046,1.0,L2-ALL,-15984.77
2022,2,46,Entity_0046,1.0,L2-ALL,-17547.54
2022,3,46,Entity_0046,1.0,L2-ALL,-17570.93
2022,4,46,Entity_0046,1.0,L2-ALL,-16849.26
2022,5,46,Entity_0046,1.0,L2-ALL,-16852.73
2022,6,46,Entity_0046,1.0,L2-ALL,-13929.77
2022,7,46,Entity_0046,1.0,L2-ALL,-17153.45
2022,8,46,Entity_0046,1.0,L2-ALL,-13157.52
2022,9,46,Entity_0046,1.0,L2-ALL,-16663.61
2022,10,46,Entity_0046,1.0,L2-ALL,-16722.5
2022,11,46,Entity_0046,1.0,L2-ALL,-17495.29
2022,12,46,Entity_0046,1.0,L2-ALL,83671.49
2022,1,47,Entity_0047,1.0,L2-ALL,-9737.41
2022,2,47,Entity_0047,1.0,L2-ALL,-10675.36
2022,3,47,Entity_0047,1.0,L2-ALL,-10655.79
2022,4,47,Entity_0047,1.0,L2-ALL,-10258.33
2022,5,47,Entity_0047,1.0,L2-ALL,-10272.78
2022,6,47,Entity_0047,1.0,L2-ALL,-8643.68
2022,7,47,Entity_0047,1.0,L2-ALL,-10458.27
2022,8,47,Entity_0047,1.0,L2-ALL,-6815.39
2022,9,47,Entity_0047,1.0,L2-ALL,-10332.19
2022,10,47,Entity_0047,1.0,L2-ALL,-10192.46
2022,11,47,Entity_0047,1.0,L2-ALL,-10434.39
2022,12,47,Entity_0047,1.0,L2-ALL,54989.51
2022,1,48,Entity_0048,1.0,L2-ALL,-8706.02
2022,2,48,Entity_0048,1.0,L2-ALL,-9814.59
2022,3,48,Entity_0048,1.0,L2-ALL,-9831.15
2022,4,48,Entity_0048,1.0,L2-ALL,-9305.08
2022,5,48,Entity_0048,1.0,L2-ALL,-9321.72
2022,6,48,Entity_0048,1.0,L2-ALL,-9518.21
2022,7,48,Entity_0048,1.0,L2-ALL,-9535.05
2022,8,48,Entity_0048,1.0,L2-ALL,-6987.0
2022,9,48,Entity_0048,1.0,L2-ALL,-9390.02
2022,10,48,Entity_0048,1.0,L2-ALL,-9229.33
2022,11,48,Entity_0048,1.0,L2-ALL,-9777.56
2022,12,48,Entity_0048,1.0,L2-ALL,-9619.47
2022,1,49,Entity_0049,1.0,L2-ALL,-10896.5
2022,2,49,Entity_0049,1.0,L2-ALL,-10699.02
2022,3,49,Entity_0049,1.0,L2-ALL,-3507.11
2022,4,49,Entity_0049,1.0,L2-ALL,-10970.88
2022,5,49,Entity_0049,1.0,L2-ALL,-11512.51
2022,6,49,Entity_0049,1.0,L2-ALL,-11018.81
2022,7,49,Entity_0049,1.0,L2-ALL,-11559.09
2022,8,49,Entity_0049,1.0,L2-ALL,-6674.08
2022,9,49,Entity_0049,1.0,L2-ALL,-11090.37
2022,10,49,Entity_0049,1.0,L2-ALL,-11628.64
2022,11,49,Entity_0049,1.0,L2-ALL,-11139.28
2022,12,49,Entity_0049,1.0,L2-ALL,-11676.17
2022,1,51,Entity_0051,1.0,L2-ALL,-11869.33
2022,2,51,Entity_0051,1.0,L2-ALL,-11671.23
2022,3,51,Entity_0051,1.0,L2-ALL,-11681.71
2022,4,51,Entity_0051,1.0,L2-ALL,-11941.66
2022,5,51,Entity_0051,1.0,L2-ALL,-12468.39
2022,6,51,Entity_0051,1.0,L2-ALL,-11988.27
2022,7,51,Entity_0051,1.0,L2-ALL,-12513.69
2022,8,51,Entity_0051,1.0,L2-ALL,-10943.81
2022,9,51,Entity_0051,1.0,L2-ALL,-12057.86
2022,10,51,Entity_0051,1.0,L2-ALL,-12581.32
2022,11,51,Entity_0051,1.0,L2-ALL,-12105.43
2022,12,51,Entity_0051,1.0,L2-ALL,-12627.54
2022,1,55,Entity_0055,1.0,L2-ALL,-8989.31
2022,2,55,Entity_0055,1.0,L2-ALL,-8994.6
2022,3,55,Entity_0055,1.0,L2-ALL,-9151.83
2022,4,55,Entity_0055,1.0,L2-ALL,-9005.83
2022,5,55,Entity_0055,1.0,L2-ALL,-7018.05
2022,6,55,Entity_0055,1.0,L2-ALL,-9168.19
2022,7,55,Entity_0055,1.0,L2-ALL,-5642.35
2022,8,55,Entity_0055,1.0,L2-ALL,-8952.06
2022,9,55,Entity_0055,1.0,L2-ALL,-9108.24
2022,10,55,Entity_0055,1.0,L2-ALL,-9113.67
2022,11,55,Entity_0055,1.0,L2-ALL,-8974.06
2022,12,55,Entity_0055,1.0,L2-ALL,-9124.37
2022,1,57,Entity_0057,1.0,L2-ALL,-12493.68
2022,2,57,Entity_0057,1.0,L2-ALL,-12491.56
2022,3,57,Entity_0057,1.0,L2-ALL,-9186.42
2022,4,57,Entity_0057,1.0,L2-ALL,-12518.96
2022,5,57,Entity_0057,1.0,L2-ALL,-8629.63
2022,6,57,Entity_0057,1.0,L2-ALL,-12914.91
2022,7,57,Entity_0057,1.0,L2-ALL,-9299.09
2022,8,57,Entity_0057,1.0,L2-ALL,-12387.83
2022,9,57,Entity_0057,1.0,L2-ALL,-12768.71
2022,10,57,Entity_0057,1.0,L2-ALL,-12781.94
2022,11,57,Entity_0057,1.0,L2-ALL,-12489.18
2022,12,57,Entity_0057,1.0,L2-ALL,-12808.03
2022,1,60,Entity_0060,1.0,L2-ALL,-6113.98
2022,2,60,Entity_0060,1.0,L2-ALL,-37677.67
2022,3,60,Entity_0060,1.0,L2-ALL,-7299.26
2022,4,60,Entity_0060,1.0,L2-ALL,-10510.38
2022,5,60,Entity_0060,1.0,L2-ALL,-10399.49
2022,6,60,Entity_0060,1.0,L2-ALL,-10430.17
2022,7,60,Entity_0060,1.0,L2-ALL,-488.92
2022,8,60,Entity_0060,1.0,L2-ALL,-10426.48
2022,9,60,Entity_0060,1.0,L2-ALL,-1088.42
2022,10,60,Entity_0060,1.0,L2-ALL,-9390.7
2022,11,60,Entity_0060,1.0,L2-ALL,-10376.03
2022,12,60,Entity_0060,1.0,L2-ALL,-10712.04
2022,1,63,Entity_0063,1.0,L2-ALL,-10181.41
2022,2,63,Entity_0063,1.0,L2-ALL,-71410.41
2022,3,63,Entity_0063,1.0,L2-ALL,-10141.41
2022,4,63,Entity_0063,1.0,L2-ALL,-10181.41
2022,5,63,Entity_0063,1.0,L2-ALL,-10181.41
2022,6,63,Entity_0063,1.0,L2-ALL,-10554.74
2022,7,63,Entity_0063,1.0,L2-ALL,-4026.41
2022,8,63,Entity_0063,1.0,L2-ALL,-10629.41
2022,9,63,Entity_0063,1.0,L2-ALL,-8243.25
2022,10,63,Entity_0063,1.0,L2-ALL,-629.41
2022,11,63,Entity_0063,1.0,L2-ALL,-10360.66
2022,12,63,Entity_0063,1.0,L2-ALL,380.59
2022,1,64,Entity_0064,1.0,L2-ALL,-14354.6
2022,2,64,Entity_0064,1.0,L2-ALL,-14563.89
2022,3,64,Entity_0064,1.0,L2-ALL,-14318.45
2022,4,64,Entity_0064,1.0,L2-ALL,-14060.22
2022,5,64,Entity_0064,1.0,L2-ALL,-15101.03
2022,6,64,Entity_0064,1.0,L2-ALL,-13963.57
2022,7,64,Entity_0064,1.0,L2-ALL,-14501.05
2022,8,64,Entity_0064,1.0,L2-ALL,-14366.56
2022,9,64,Entity_0064,1.0,L2-ALL,-11574.82
2022,10,64,Entity_0064,1.0,L2-ALL,-15414.6
2022,11,64,Entity_0064,1.0,L2-ALL,-14279.98
2022,12,64,Entity_0064,1.0,L2-ALL,-14605.45
2022,1,65,Entity_0065,1.0,L2-ALL,-24986.88
2022,2,65,Entity_0065,1.0,L2-ALL,-24669.9
2022,3,65,Entity_0065,1.0,L2-ALL,-24249.96
2022,4,65,Entity_0065,1.0,L2-ALL,-24043.23
2022,5,65,Entity_0065,1.0,L2-ALL,-26024.4
2022,6,65,Entity_0065,1.0,L2-ALL,-23751.99
2022,7,65,Entity_0065,1.0,L2-ALL,-26857.41
2022,8,65,Entity_0065,1.0,L2-ALL,-23247.76
2022,9,65,Entity_0065,1.0,L2-ALL,-23594.13
2022,10,65,Entity_0065,1.0,L2-ALL,-25504.14
2022,11,65,Entity_0065,1.0,L2-ALL,-23670.69
2022,12,65,Entity_0065,1.0,L2-ALL,-24981.0
2022,1,66,Entity_0066,1.0,L2-ALL,-26016.98
2022,2,66,Entity_0066,1.0,L2-ALL,-24404.17
2022,3,66,Entity_0066,1.0,L2-ALL,-24789.15
2022,4,66,Entity_0066,1.0,L2-ALL,-25497.96
2022,5,66,Entity_0066,1.0,L2-ALL,-26108.64
2022,6,66,Entity_0066,1.0,L2-ALL,-23916.89
2022,7,66,Entity_0066,1.0,L2-ALL,-26412.07
2022,8,66,Entity_0066,1.0,L2-ALL,-24223.51
2022,9,66,Entity_0066,1.0,L2-ALL,-21701.56
2022,10,66,Entity_0066,1.0,L2-ALL,-25514.41
2022,11,66,Entity_0066,1.0,L2-ALL,-25486.35
2022,12,66,Entity_0066,1.0,L2-ALL,-25953.74
2022,1,88,Entity_0088,1.0,L2-ALL,-20127.32
2022,2,88,Entity_0088,1.0,L2-ALL,-20386.08
2022,3,88,Entity_0088,1.0,L2-ALL,-20855.96
2022,4,88,Entity_0088,1.0,L2-ALL,-20126.36
2022,5,88,Entity_0088,1.0,L2-ALL,-19876.75
2022,6,88,Entity_0088,1.0,L2-ALL,-18908.33
2022,7,88,Entity_0088,1.0,L2-ALL,-18462.83
2022,8,88,Entity_0088,1.0,L2-ALL,-14386.28
2022,9,88,Entity_0088,1.0,L2-ALL,-15346.32
2022,10,88,Entity_0088,1.0,L2-ALL,-15336.43
2022,11,88,Entity_0088,1.0,L2-ALL,-13928.48
2022,12,88,Entity_0088,1.0,L2-ALL,-12861.4
2022,1,99,Entity_0099,3.0,L2B,-8720.73
2022,2,99,Entity_0099,3.0,L2B,-8736.43
2022,3,99,Entity_0099,3.0,L2B,-9312.96
2022,4,99,Entity_0099,3.0,L2B,-8755.62
2022,5,99,Entity_0099,3.0,L2B,-9006.21
2022,6,99,Entity_0099,3.0,L2B,-8375.15
2022,7,99,Entity_0099,3.0,L2B,-9038.21
2022,8,99,Entity_0099,3.0,L2B,-8837.75
2022,9,99,Entity_0099,3.0,L2B,23808.51
2022,10,99,Entity_0099,3.0,L2B,-9568.04
2022,11,99,Entity_0099,3.0,L2B,-8252.14
2022,12,99,Entity_0099,3.0,L2B,-5068.98
2022,1,101,Entity_0101,3.0,L2B,-12319.83
2022,2,101,Entity_0101,3.0,L2B,-12349.31
2022,3,101,Entity_0101,3.0,L2B,-13360.06
2022,4,101,Entity_0101,3.0,L2B,-12398.03
2022,5,101,Entity_0101,3.0,L2B,-20117.9
2022,6,101,Entity_0101,3.0,L2B,-5191.83
2022,7,101,Entity_0101,3.0,L2B,-22161.53
2022,8,101,Entity_0101,3.0,L2B,-14658.02
2022,9,101,Entity_0101,3.0,L2B,-9164.5
2022,10,101,Entity_0101,3.0,L2B,-13657.47
2022,11,101,Entity_0101,3.0,L2B,-14610.12
2022,12,101,Entity_0101,3.0,L2B,-13720.52
2022,1,102,Entity_0102,3.0,L2B,-10853.75
2022,2,102,Entity_0102,3.0,L2B,-14013.15
2022,3,102,Entity_0102,3.0,L2B,-21977.53
2022,4,102,Entity_0102,3.0,L2B,-14089.58
2022,5,102,Entity_0102,3.0,L2B,-14324.73
2022,6,102,Entity_0102,3.0,L2B,-13947.71
2022,7,102,Entity_0102,3.0,L2B,-14193.37
2022,8,102,Entity_0102,3.0,L2B,-14220.93
2022,9,102,Entity_0102,3.0,L2B,41443.39
2022,10,102,Entity_0102,3.0,L2B,-15767.41
2022,11,102,Entity_0102,3.0,L2B,-14828.39
2022,12,102,Entity_0102,3.0,L2B,-7742.86
2022,1,103,Entity_0103,3.0,L2B,-14300.93
2022,2,103,Entity_0103,3.0,L2B,-12822.49
2022,3,103,Entity_0103,3.0,L2B,-12104.05
2022,4,103,Entity_0103,3.0,L2B,-9698.22
2022,5,103,Entity_0103,3.0,L2B,-14968.32
2022,6,103,Entity_0103,3.0,L2B,-11835.98
2022,7,103,Entity_0103,3.0,L2B,-13248.9
2022,8,103,Entity_0103,3.0,L2B,-12403.67
2022,9,103,Entity_0103,3.0,L2B,30930.0
2022,10,103,Entity_0103,3.0,L2B,-15914.53
2022,11,103,Entity_0103,3.0,L2B,-13371.4
2022,12,103,Entity_0103,3.0,L2B,-8727.26
2022,1,104,Entity_0104,3.0,L2B,-6864.85
2022,2,104,Entity_0104,3.0,L2B,-6872.93
2022,3,104,Entity_0104,3.0,L2B,-6881.71
2022,4,104,Entity_0104,3.0,L2B,-6892.98
2022,5,104,Entity_0104,3.0,L2B,-6903.19
2022,6,104,Entity_0104,3.0,L2B,-6911.65
2022,7,104,Entity_0104,3.0,L2B,-6911.52
2022,8,104,Entity_0104,3.0,L2B,-6916.57
2022,9,104,Entity_0104,3.0,L2B,-3822.83
2022,10,104,Entity_0104,3.0,L2B,-6936.1
2022,11,104,Entity_0104,3.0,L2B,-6874.83
2022,12,104,Entity_0104,3.0,L2B,-6933.95
2022,1,105,Entity_0105,1.0,L2-ALL,-12324.51
2022,2,105,Entity_0105,1.0,L2-ALL,-12340.51
2022,3,105,Entity_0105,1.0,L2-ALL,-11945.47
2022,4,105,Entity_0105,1.0,L2-ALL,-11100.82
2022,5,105,Entity_0105,1.0,L2-ALL,-12669.17
2022,6,105,Entity_0105,1.0,L2-ALL,-12409.3
2022,7,105,Entity_0105,1.0,L2-ALL,-12701.69
2022,8,105,Entity_0105,1.0,L2-ALL,-10056.87
2022,9,105,Entity_0105,1.0,L2-ALL,-12459.47
2022,10,105,Entity_0105,1.0,L2-ALL,-9623.38
2022,11,105,Entity_0105,1.0,L2-ALL,-13021.63
2022,12,105,Entity_0105,1.0,L2-ALL,-12783.55
2022,1,107,Entity_0107,1.0,L2-ALL,-7291.43
2022,2,107,Entity_0107,1.0,L2-ALL,-6456.46
2022,3,107,Entity_0107,1.0,L2-ALL,-8551.99
