YEARID,ENTERPRISEID,ENTEPRISENAME,PORTFOLIOID,PORTFOLIONAME,NETINCOME
2023,291,Entity_0291,1.0,L2-ALL,-168992.55
2023,294,Entity_0294,1.0,L2-ALL,-34661.61
2023,295,Entity_0295,1.0,L2-ALL,-325443.39
2023,298,Entity_0298,1.0,L2-ALL,-22916.67
2023,306,Entity_0306,1.0,L2-ALL,-153787.68
2023,307,Entity_0307,1.0,L2-ALL,-109637.59
2023,309,Entity_0309,1.0,L2-ALL,44892.08
2023,311,Entity_0311,1.0,L2-ALL,-112515.26
2023,315,Entity_0315,1.0,L2-ALL,-21744.4
2023,316,Entity_0316,1.0,L2-ALL,-1783.49
2023,318,Entity_0318,1.0,L2-ALL,-35372.98
2023,319,Entity_0319,1.0,L2-ALL,-62161.77
2023,320,Entity_0320,1.0,L2-ALL,-104612.56
2023,323,Entity_0323,1.0,L2-ALL,-6340.87
2023,324,Entity_0324,1.0,L2-ALL,-51036.75
2023,329,Entity_0329,1.0,L2-ALL,-649337.78
2023,334,Entity_0334,3.0,L2B,-287372.69
2023,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-191597.39
2023,338,ADMIN_ENTITY_0338,3.0,L2B,-446135.35
2023,343,Entity_0343,1.0,L2-ALL,-239918.23
2023,349,Entity_0349,1.0,L2-ALL,-74079.51
2023,353,Entity_0353,3.0,L2B,15736.17
2023,354,Entity_0354,4.0,LJL,193187.47
2023,355,Entity_0355,3.0,L2B,39408.59
2023,357,Entity_0357,3.0,L2B,45013.79
2023,360,Entity_0360,3.0,L2B,-36784.84
2023,361,Entity_0361,3.0,L2B,-38369.76
2023,362,Entity_0362,3.0,L2B,-90101.33
2023,363,Entity_0363,3.0,L2B,-16380.79
2023,364,Entity_0364,1.0,L2-ALL,-19293.18
2023,369,Entity_0369,1.0,L2-ALL,-22867.16
2023,370,Entity_0370,3.0,L2B,200052.14
2023,371,Entity_0371,1.0,L2-ALL,-159847.26
2023,372,Entity_0372,1.0,L2-ALL,-720935.16
2023,374,Entity_0374,1.0,L2-ALL,-1620629.78
2023,374,Entity_0374,3.0,L2B,-507864.1
2023,374,Entity_0374,5.0,3RD,-3875.39
2023,375,Entity_0375,1.0,L2-ALL,-58487.05
2023,376,Entity_0376,1.0,L2-ALL,-37208.16
2023,378,Entity_0378,3.0,L2B,29283.95
2023,381,Entity_0381,3.0,L2B,49077.48
2023,383,Entity_0383,1.0,L2-ALL,-511985.15
2023,385,Entity_0385,3.0,L2B,-1127352.08
2023,388,Entity_0388,1.0,L2-ALL,-48737.04
2023,389,Entity_0389,1.0,L2-ALL,-40193.38
2023,390,Entity_0390,1.0,L2-ALL,-25882.06
2023,391,Entity_0391,1.0,L2-ALL,-62406.82
2023,392,Entity_0392,1.0,L2-ALL,-23070.43
2023,393,Entity_0393,1.0,L2-ALL,-29393.57
2023,395,Entity_0395,1.0,L2-ALL,-41961.42
2023,396,Entity_0396,1.0,L2-ALL,-16461.33
2023,397,Entity_0397,3.0,L2B,-78791.19
2023,398,Entity_0398,3.0,L2B,-212865.15
2023,399,Entity_0399,1.0,L2-ALL,-51757.57
2023,400,ADMIN_ENTITY_0400,1.0,L2-ALL,-98174.49
2023,400,ADMIN_ENTITY_0400,3.0,L2B,-49273.19
2023,400,ADMIN_ENTITY_0400,5.0,3RD,-5087.25
2023,401,Entity_0401,1.0,L2-ALL,96682.27
2023,403,Entity_0403,1.0,L2-ALL,-45282.88
2023,404,Entity_0404,3.0,L2B,-228795.87
2023,406,Entity_0406,1.0,L2-ALL,-119916.85
2023,407,Entity_0407,3.0,L2B,-288464.61
2023,408,Entity_0408,1.0,L2-ALL,-294683.19
2023,409,Entity_0409,1.0,L2-ALL,-229408.85
2023,410,Entity_0410,1.0,L2-ALL,-400435.83
2023,411,Entity_0411,1.0,L2-ALL,-368865.08
2023,413,Entity_0413,1.0,L2-ALL,-145862.76
2023,414,Entity_0414,1.0,L2-ALL,-8322.13
2023,415,Entity_0415,3.0,L2B,-32559.89
2023,416,Entity_0416,1.0,L2-ALL,39713.7
2023,419,Entity_0419,5.0,3RD,-140249.27
2023,420,Entity_0420,1.0,L2-ALL,-33504.56
2023,423,Entity_0423,1.0,L2-ALL,2012676.49
2023,424,Entity_0424,3.0,L2B,-125542.36
2023,425,Entity_0425,1.0,L2-ALL,-9422.93
2023,426,Entity_0426,4.0,LJL,53052.14
2023,430,Entity_0430,1.0,L2-ALL,-9027.37
2024,2,Entity_0002,1.0,L2-ALL,-224781.5
2024,3,Entity_0003,1.0,L2-ALL,-137922.63
2024,5,Entity_0005,1.0,L2-ALL,-449768.18
2024,5,Entity_0005,3.0,L2B,-142973.11
2024,6,ADMIN_ENTITY_0006,1.0,L2-ALL,-1257088.07
2024,6,ADMIN_ENTITY_0006,3.0,L2B,-80168.01
2024,7,Entity_0007,1.0,L2-ALL,-224959.13
2024,9,Entity_0009,1.0,L2-ALL,-42925.46
2024,10,Entity_0010,1.0,L2-ALL,-74450.87
2024,11,Entity_0011,1.0,L2-ALL,-151988.0
2024,12,Entity_0012,1.0,L2-ALL,-135838.11
2024,19,Entity_0019,1.0,L2-ALL,-133549.7
2024,20,Entity_0020,1.0,L2-ALL,-114900.33
2024,21,Entity_0021,1.0,L2-ALL,-157851.94
2024,22,Entity_0022,1.0,L2-ALL,-57984.31
2024,23,Entity_0023,1.0,L2-ALL,-139357.65
2024,24,Entity_0024,1.0,L2-ALL,-118079.2
2024,25,Entity_0025,1.0,L2-ALL,-149766.17
2024,26,Entity_0026,1.0,L2-ALL,-72325.33
2024,27,Entity_0027,1.0,L2-ALL,-143391.11
2024,28,Entity_0028,1.0,L2-ALL,-56764.52
2024,29,Entity_0029,1.0,L2-ALL,-61098.99
2024,30,Entity_0030,4.0,LJL,160779.29
2024,32,Entity_0032,1.0,L2-ALL,-193882.46
2024,34,Entity_0034,1.0,L2-ALL,-156717.73
2024,35,Entity_0035,1.0,L2-ALL,-173785.86
2024,41,Entity_0041,1.0,L2-ALL,-377328.09
2024,43,Entity_0043,1.0,L2-ALL,-143502.75
2024,44,Entity_0044,1.0,L2-ALL,-153728.47
2024,46,Entity_0046,1.0,L2-ALL,-197556.45
2024,47,Entity_0047,1.0,L2-ALL,-121893.6
2024,48,Entity_0048,1.0,L2-ALL,-115119.71
2024,49,Entity_0049,1.0,L2-ALL,-133765.63
2024,51,Entity_0051,1.0,L2-ALL,-150890.54
2024,55,Entity_0055,1.0,L2-ALL,-97401.64
2024,57,Entity_0057,1.0,L2-ALL,-143446.53
2024,60,Entity_0060,1.0,L2-ALL,-108799.77
2024,63,Entity_0063,1.0,L2-ALL,-185110.87
2024,64,Entity_0064,1.0,L2-ALL,-176817.01
2024,65,Entity_0065,1.0,L2-ALL,-339055.21
2024,66,Entity_0066,1.0,L2-ALL,-302050.72
2024,88,Entity_0088,1.0,L2-ALL,-111688.34
2024,99,Entity_0099,3.0,L2B,-78630.1
2024,101,Entity_0101,3.0,L2B,-144115.24
2024,102,Entity_0102,3.0,L2B,-148851.63
2024,103,Entity_0103,3.0,L2B,-133915.43
2024,104,Entity_0104,3.0,L2B,-78445.88
2024,105,Entity_0105,1.0,L2-ALL,-44860.56
2024,107,Entity_0107,1.0,L2-ALL,-150552.75
2024,108,Entity_0108,1.0,L2-ALL,-155965.65
2024,110,Entity_0110,1.0,L2-ALL,-75824.83
2024,111,Entity_0111,1.0,L2-ALL,-118237.95
2024,113,Entity_0113,1.0,L2-ALL,-118058.44
2024,115,Entity_0115,1.0,L2-ALL,-202458.33
2024,121,Entity_0121,1.0,L2-ALL,-188323.03
2024,129,Entity_0129,1.0,L2-ALL,-54173.22
2024,131,Entity_0131,1.0,L2-ALL,-29433.95
2024,132,Entity_0132,1.0,L2-ALL,-59924.21
2024,136,Entity_0136,1.0,L2-ALL,-221749.42
2024,139,Entity_0139,1.0,L2-ALL,-81289.53
2024,141,Entity_0141,3.0,L2B,-127266.68
2024,142,Entity_0142,3.0,L2B,-381838.27
2024,144,Entity_0144,1.0,L2-ALL,-151116.68
2024,145,Entity_0145,1.0,L2-ALL,-83592.22
2024,146,Entity_0146,1.0,L2-ALL,-106512.65
2024,148,Entity_0148,1.0,L2-ALL,-116357.97
2024,153,Entity_0153,1.0,L2-ALL,-128808.01
2024,155,Entity_0155,1.0,L2-ALL,-253197.58
2024,157,Entity_0157,1.0,L2-ALL,-159488.2
2024,160,Entity_0160,1.0,L2-ALL,-189588.76
2024,165,Entity_0165,1.0,L2-ALL,-121617.59
2024,166,Entity_0166,1.0,L2-ALL,-177221.08
2024,167,Entity_0167,1.0,L2-ALL,-109722.91
2024,169,Entity_0169,1.0,L2-ALL,-153442.75
2024,170,Entity_0170,1.0,L2-ALL,-76721.35
2024,173,Entity_0173,1.0,L2-ALL,-142452.29
2024,174,Entity_0174,1.0,L2-ALL,-173845.65
2024,175,Entity_0175,1.0,L2-ALL,-124052.49
2024,176,Entity_0176,1.0,L2-ALL,-370602.64
2024,177,Entity_0177,1.0,L2-ALL,-152257.02
2024,178,Entity_0178,1.0,L2-ALL,-170672.03
2024,181,Entity_0181,1.0,L2-ALL,-298270.3
2024,186,Entity_0186,1.0,L2-ALL,-33945.55
2024,188,Entity_0188,1.0,L2-ALL,-103930.08
2024,189,Entity_0189,1.0,L2-ALL,-148983.45
2024,190,Entity_0190,1.0,L2-ALL,-175870.96
2024,192,Entity_0192,1.0,L2-ALL,-74387.48
2024,193,Entity_0193,1.0,L2-ALL,7247.35
2024,196,Entity_0196,1.0,L2-ALL,-149825.96
2024,198,Entity_0198,1.0,L2-ALL,-93331.21
2024,200,Entity_0200,1.0,L2-ALL,-186662.39
2024,201,Entity_0201,1.0,L2-ALL,-114138.58
2024,211,Entity_0211,1.0,L2-ALL,-632375.03
2024,212,Entity_0212,1.0,L2-ALL,-1011800.05
2024,214,Entity_0214,1.0,L2-ALL,-140556.34
2024,215,Entity_0215,1.0,L2-ALL,-101501.86
2024,216,Entity_0216,1.0,L2-ALL,-155851.0
2024,218,Entity_0218,1.0,L2-ALL,-203003.74
2024,220,Entity_0220,3.0,L2B,-98222.44
2024,221,Entity_0221,3.0,L2B,-157579.02
2024,222,Entity_0222,3.0,L2B,-569815.55
2024,224,Entity_0224,3.0,L2B,-525263.42
2024,226,Entity_0226,1.0,L2-ALL,-68344.55
2024,231,Entity_0231,1.0,L2-ALL,-209031.44
2024,235,Entity_0235,1.0,L2-ALL,-73199.79
2024,237,Entity_0237,1.0,L2-ALL,-146399.6
2024,239,Entity_0239,1.0,L2-ALL,-179302.11
2024,241,Entity_0241,1.0,L2-ALL,-61443.22
2024,242,Entity_0242,1.0,L2-ALL,-122886.45
2024,245,Entity_0245,1.0,L2-ALL,-85214.53
2024,248,Entity_0248,1.0,L2-ALL,-180786.92
2024,249,Entity_0249,1.0,L2-ALL,-361573.8
2024,250,Entity_0250,1.0,L2-ALL,-100726.42
2024,254,Entity_0254,1.0,L2-ALL,-61785.08
2024,284,Entity_0284,1.0,L2-ALL,-204768.3
2024,291,Entity_0291,1.0,L2-ALL,-170694.27
2024,294,Entity_0294,1.0,L2-ALL,-83586.0
2024,295,Entity_0295,1.0,L2-ALL,-513593.78
2024,296,Entity_0296,1.0,L2-ALL,-256796.91
2024,298,Entity_0298,1.0,L2-ALL,-44160.62
2024,304,Entity_0304,1.0,L2-ALL,-27755.17
2024,306,Entity_0306,1.0,L2-ALL,-142469.06
2024,307,Entity_0307,1.0,L2-ALL,-225441.1
2024,309,Entity_0309,1.0,L2-ALL,-125248.61
2024,311,Entity_0311,1.0,L2-ALL,-121410.83
2024,315,Entity_0315,1.0,L2-ALL,-105288.36
2024,316,Entity_0316,1.0,L2-ALL,1603.67
2024,318,Entity_0318,1.0,L2-ALL,-109302.25
2024,319,Entity_0319,1.0,L2-ALL,-16865.68
2024,320,Entity_0320,1.0,L2-ALL,-108451.48
2024,321,Entity_0321,1.0,L2-ALL,-109722.91
2024,322,Entity_0322,1.0,L2-ALL,-54775.62
2024,323,Entity_0323,1.0,L2-ALL,-126904.4
2024,324,Entity_0324,1.0,L2-ALL,-137353.34
2024,325,Entity_0325,1.0,L2-ALL,-68676.68
2024,326,Entity_0326,1.0,L2-ALL,-526282.45
2024,327,Entity_0327,1.0,L2-ALL,-307861.11
2024,328,Entity_0328,1.0,L2-ALL,-1588520.72
2024,328,Entity_0328,4.0,LJL,360948.53
2024,329,Entity_0329,1.0,L2-ALL,-1315706.11
2024,333,Entity_0333,1.0,L2-ALL,-88610.53
2024,334,Entity_0334,3.0,L2B,-747935.66
2024,335,Entity_0335,3.0,L2B,-3546615.1
2024,336,Entity_0336,3.0,L2B,50748.02
2024,337,Entity_0337,3.0,L2B,-1430371.89
2024,338,ADMIN_ENTITY_0338,1.0,L2-ALL,-241671.29
2024,338,ADMIN_ENTITY_0338,3.0,L2B,-623315.57
2024,339,Entity_0339,3.0,L2B,-96424.15
2024,340,Entity_0340,3.0,L2B,-2372951.05
2024,343,Entity_0343,1.0,L2-ALL,-239580.21
2024,348,Entity_0348,1.0,L2-ALL,-2250820.22
2024,348,Entity_0348,3.0,L2B,-373821.24
2024,349,Entity_0349,1.0,L2-ALL,-102831.07
2024,353,Entity_0353,3.0,L2B,5576.68
2024,354,Entity_0354,4.0,LJL,140480.7
2024,355,Entity_0355,3.0,L2B,20160.7
2024,357,Entity_0357,3.0,L2B,-225052.32
2024,360,Entity_0360,3.0,L2B,-45384.9
2024,361,Entity_0361,3.0,L2B,-38631.82
2024,362,Entity_0362,3.0,L2B,-87846.35
2024,363,Entity_0363,3.0,L2B,-20935.19
2024,364,Entity_0364,1.0,L2-ALL,-52097.78
2024,368,Entity_0368,1.0,L2-ALL,-13702.36
2024,369,Entity_0369,1.0,L2-ALL,-27404.73
2024,370,Entity_0370,3.0,L2B,-450848.05
2024,371,Entity_0371,1.0,L2-ALL,-158498.53
2024,372,Entity_0372,1.0,L2-ALL,-270495.97
2024,374,Entity_0374,1.0,L2-ALL,-1936599.11
2024,374,Entity_0374,3.0,L2B,-595993.98
2024,374,Entity_0374,5.0,3RD,-4422.53
2024,375,Entity_0375,1.0,L2-ALL,-39664.54
2024,376,Entity_0376,1.0,L2-ALL,-86679.01
2024,378,Entity_0378,3.0,L2B,-21831.42
2024,381,Entity_0381,3.0,L2B,-107365.45
2024,383,Entity_0383,1.0,L2-ALL,-702675.86
2024,385,Entity_0385,3.0,L2B,223794.68
2024,388,Entity_0388,1.0,L2-ALL,-47917.9
2024,389,Entity_0389,1.0,L2-ALL,-66905.98
2024,390,Entity_0390,1.0,L2-ALL,-13009.09
2024,391,Entity_0391,1.0,L2-ALL,-86462.51
2024,392,Entity_0392,1.0,L2-ALL,-43386.72
2024,393,Entity_0393,1.0,L2-ALL,-55366.57
2024,395,Entity_0395,1.0,L2-ALL,-20486.32
2024,396,Entity_0396,1.0,L2-ALL,-66842.7
2024,397,Entity_0397,3.0,L2B,-94016.16
2024,398,Entity_0398,3.0,L2B,-221488.39
2024,399,Entity_0399,1.0,L2-ALL,-92879.94
2024,400,ADMIN_ENTITY_0400,1.0,L2-ALL,-165179.66
2024,400,ADMIN_ENTITY_0400,3.0,L2B,-56898.14
2024,400,ADMIN_ENTITY_0400,5.0,3RD,-7182.0
2024,401,Entity_0401,1.0,L2-ALL,148270.24
2024,403,Entity_0403,1.0,L2-ALL,-42999.96
2024,404,Entity_0404,3.0,L2B,-594990.54
2024,405,Entity_0405,1.0,L2-ALL,-379388.14
2024,406,Entity_0406,1.0,L2-ALL,-136698.91
2024,407,Entity_0407,3.0,L2B,149710.11
2024,408,Entity_0408,1.0,L2-ALL,-308674.74
2024,409,Entity_0409,1.0,L2-ALL,-240477.95
2024,410,Entity_0410,1.0,L2-ALL,-419162.21
2024,411,Entity_0411,1.0,L2-ALL,-386178.03
2024,413,Entity_0413,1.0,L2-ALL,-140444.07
2024,414,Entity_0414,1.0,L2-ALL,-285923.94
2024,415,Entity_0415,3.0,L2B,-164013.19
2024,416,Entity_0416,1.0,L2-ALL,-223691.98
2024,419,Entity_0419,5.0,3RD,-269357.47
2024,420,Entity_0420,1.0,L2-ALL,-83449.92
2024,422,Entity_0422,1.0,L2-ALL,-78725.65
2024,423,Entity_0423,1.0,L2-ALL,-196814.13
2024,424,Entity_0424,3.0,L2B,-268277.18
2024,425,Entity_0425,1.0,L2-ALL,-87051.64
2024,426,Entity_0426,4.0,LJL,59688.54
2024,430,Entity_0430,1.0,L2-ALL,-141272.6
2024,435,Entity_0435,1.0,L2-ALL,-50885.46
2024,436,Entity_0436,1.0,L2-ALL,-64410.68
2024,437,Entity_0437,1.0,L2-ALL,-32205.35
2024,438,Entity_0438,1.0,L2-ALL,-169476.1
2024,441,Entity_0441,3.0,L2B,-856177.65
2024,442,Entity_0442,1.0,L2-ALL,-8761.39
2024,443,Entity_0443,1.0,L2-ALL,-84532.03
2024,444,Entity_0444,1.0,L2-ALL,-42266.02
2024,445,Entity_0445,1.0,L2-ALL,-19257.09
2024,447,Entity_0447,1.0,L2-ALL,-11783.86
2024,448,Entity_0448,1.0,L2-ALL,-23567.7
2024,451,Entity_0451,1.0,L2-ALL,-188966.0
2024,452,Entity_0452,1.0,L2-ALL,-85034.7
2024,453,Entity_0453,1.0,L2-ALL,-71298.09
2024,459,Entity_0459,1.0,L2-ALL,-4974.53
